id,trimestre_nacimiento,anios_educacion,log_ingresos,habilidad
1515,1,11.9,8.9483,0.6386
1516,3,11.6,8.8207,-1.206
1517,3,13.2,9.4003,-0.5088
1518,1,13.3,9.5472,0.738
1519,1,10.7,8.815,-1.1954
1520,3,11.3,8.5747,-0.9023
1521,3,13,9.2086,0.1912
1522,4,12.6,8.4487,0.1534
1523,4,12,8.9065,-0.1112
1524,2,14.2,9.9214,1.7761
1525,1,13.2,9.8696,0.8141
1526,2,9.2,8.8122,-0.5945
1527,2,12.9,9.5381,0.3523
1528,3,12.1,8.8089,-0.4341
1529,2,9.6,7.0524,-2.6183
1530,2,12.5,9.0111,-0.0406
1531,1,13.8,9.2626,1.0629
1532,2,10.6,8.3671,-1.0854
1533,1,12.9,9.836,0.6531
1534,3,14.5,9.3551,0.9041
1535,2,14,9.4433,0.8322
1536,3,11.5,8.5013,-0.5878
1537,3,11.4,8.5809,0.2596
1538,1,12.5,8.7096,0.7763
1539,2,11.1,8.4873,0.3745
1540,3,14.1,8.9679,0.492
1541,3,11.3,7.5894,-1.636
1542,1,10.9,8.5297,-0.9852
1543,4,10.9,8.6168,-1.1267
1544,1,11.3,8.8717,0.0233
1545,3,9.5,9.2025,-1.1549
1546,4,13.2,9.5131,1.5319
1547,4,11.2,8.8947,0.0973
1548,2,12.2,10.7829,1.379
1549,2,10.9,8.377,-0.4167
1550,1,12.8,9.063,0.4487
1551,2,12.3,9.8449,1.1881
1552,1,10.7,8.4694,-0.5121
1553,1,12.3,8.1627,0.1423
1554,2,11,8.7269,-0.2234
1555,4,11.4,8.0055,-1.4935
1556,3,12.6,10.3393,1.8946
1557,4,11.4,7.6328,-1.1952
1558,2,11.8,8.5423,-0.369
1559,4,13.5,8.5432,-0.9093
1560,2,14.2,9.5339,0.2604
1561,4,14.9,9.3121,1.286
1562,2,11.4,8.0817,-0.6106
1563,1,11,8.6164,-0.7611
1564,2,11.3,8.3048,-0.6273
1565,2,10.8,8.4972,-0.7951
1566,2,12.6,9.674,1.2168
1567,2,11.6,9.4129,0.6421
1568,4,13.8,9.2933,-0.2842
1569,4,12.5,9.0833,0.3518
1570,3,14.4,9.8397,1.6266
1571,2,12.5,8.7473,0.9559
1572,3,13.1,8.8402,-0.0021
1573,4,14.2,9.1954,0.0367
1574,1,10.2,7.8644,-1.7627
1575,1,12.6,8.775,0.1413
1576,1,13,9.6515,0.283
1577,3,13.3,9.6023,1.2481
1578,4,14,9.8565,1.2061
1579,3,11.8,9.3102,-0.2487
1580,4,13.2,10.378,0.6686
1581,3,13.6,9.3817,-0.2311
1582,4,10.3,7.8829,-1.5873
1583,4,15.6,11.2748,3.8138
1584,2,11.7,9.6592,1.2003
1585,1,10.4,7.5414,-0.4157
1586,4,13.7,8.9224,0.2013
1587,4,12.8,9.0902,-0.2398
1588,2,12.1,9.2571,0.8974
1589,3,12.5,8.4115,-0.6474
1590,1,9.5,7.2453,-1.5911
1591,3,12.6,9.5929,0.0417
1592,3,11.7,8.7467,-1.3153
1593,4,14.5,9.0574,0.3897
1594,2,11.4,8.209,-0.3575
1595,3,11.1,8.6918,-0.6594
1596,4,12.4,8.5577,0.2941
1597,3,11.8,9.0226,0.1968
1598,2,13.4,9.2531,0.6307
1599,4,12.3,8.5064,-1.1157
1600,3,11.5,9.3622,0.7023
1601,2,11.9,8.3003,-0.6525
1602,2,12,8.9691,-0.3857
1603,3,14,8.5952,0.4628
1604,4,13,8.8789,-0.0045
1605,2,11.8,9.4469,0.1034
1606,1,12.2,9.4826,0.9383
1607,4,12.5,8.7217,-0.9388
1608,1,10.2,8.9906,0.3106
1609,3,10,8.5236,-0.5673
1610,1,11.3,8.8974,0.2693
1611,2,12.4,9.18,0.4512
1612,1,12.1,10.1327,1.3739
1613,4,13.4,11.0603,2.1703
1614,4,10.9,8.8725,-0.5268
1615,4,9.7,9.1121,-0.9026
1616,2,11.6,8.6037,0.3844
1617,3,13.8,10.0615,1.4568
1618,1,12.4,9.669,0.4748
1619,4,13.7,9.3676,1.4239
1620,2,11.1,9.4172,0.8618
1621,1,12.4,9.0417,-0.5174
1622,4,12.4,8.5558,-0.6128
1623,1,10.5,7.6814,-1.29
1624,4,12.9,8.5516,-1.1854
1625,3,10,7.5272,-2.2449
1626,4,13.4,9.1162,0.335
1627,1,10.9,9.1114,-0.2893
1628,2,11.4,8.3868,0.2518
1629,2,9.4,8.53,-0.3918
1630,2,13.2,10.293,1.1179
1631,4,11.2,9.0411,0.1415
1632,2,10.2,8.5021,-0.3469
1633,1,9.8,7.9704,-0.4059
1634,4,11.4,8.6679,-0.0195
1635,2,10.4,7.9693,-1.7194
1636,2,10.2,8.2844,0.1952
1637,3,9.5,7.4792,-1.5037
1638,3,12.2,9.0214,-0.174
1639,2,10.7,8.5914,-0.496
1640,1,13.4,8.8521,0.4104
1641,1,12.8,8.5851,-1.2316
1642,4,14.5,9.9098,1.4641
1643,1,11.3,8.1186,0.3424
1644,2,12.2,8.3995,-0.893
1645,3,13.4,10.3602,0.9717
1646,1,10.1,8.6051,-1.0844
1647,3,12.8,9.8269,0.6237
1648,1,10.2,9.0429,-0.0481
1649,4,12.1,8.6649,1.0627
1650,1,10.9,8.8503,0.5763
1651,3,11.5,9.273,-0.6922
1652,1,13.9,9.6032,0.6075
1653,1,9.8,8.9467,-0.2217
1654,3,11.4,8.8541,0.3395
1655,3,11.6,8.9117,-0.3155
1656,4,11,7.8833,-0.8891
1657,1,10.7,8.4596,-1.0263
1658,1,12,9.4237,0.5786
1659,2,11.4,8.7905,-0.1987
1660,2,12.9,9.2448,0.6572
1661,3,11.9,10.2974,1.2675
1662,4,13.7,8.9844,-0.588
1663,2,12.8,9.719,0.2725
1664,2,13.6,9.462,1.8428
1665,3,9.8,7.5188,-1.8977
1666,2,11.2,8.7961,-0.0721
1667,3,13.2,9.3579,1.565
1668,2,12.2,9.2025,0.7133
1669,1,10.3,8.6227,-1.1308
1670,4,13.3,9.5829,0.3466
1671,3,12.6,8.9523,-0.8909
1672,2,12.9,9.3708,-0.0831
1673,4,11.8,9.319,0.4057
1674,3,13.3,9.0455,0.5416
1675,1,12.9,9.1794,0.8938
1676,1,10.2,8.7686,-0.2596
1677,4,12.6,9.2142,0.1005
1678,4,11.8,8.1987,-0.4681
1679,2,13.3,9.3025,0.6644
1680,2,9.3,8.4895,0.0103
1681,3,10,7.9436,-1.8823
1682,1,9.5,7.9335,-1.3008
1683,4,13.1,9.7105,0.6322
1684,3,12.2,8.3365,-0.3947
1685,4,12.5,8.5079,-0.2272
1686,4,13.4,8.7362,0.057
1687,2,10.8,8.7103,0.3856
1688,3,11.8,9.1809,0.2782
1689,1,13.4,9.25,0.5882
1690,3,11.8,9.278,0.6146
1691,4,15.8,10.4622,2.2917
1692,1,9.9,9.9286,-0.5712
1693,2,10.5,9.194,0.2024
1694,3,12.1,8.3645,0.6367
1695,4,11.2,8.1365,-1.5906
1696,2,13.6,9.4936,1.3643
1697,1,9.6,8.4842,-2.1884
1698,1,10.7,9.4889,-0.2576
1699,2,11.6,8.6707,-0.4145
1700,1,12.4,9.7259,1.8341
1701,4,9.3,8.3188,-1.4598
1702,3,13.6,9.9985,1.2155
1703,1,10.1,7.6714,-1.2851
1704,3,10.4,7.9669,-0.9875
1705,3,13.6,9.1917,1.196
1706,2,13.7,9.4619,0.2153
1707,4,11.6,9.3326,-0.5711
1708,3,10.1,8.4138,-0.7238
1709,3,13.2,10.2466,0.6984
1710,3,11.9,8.1513,-0.7846
1711,1,14.1,10.6328,1.8594
1712,1,11.7,9.9349,1.0434
1713,3,13,10.0369,0.469
1714,2,14,10.6274,3.1708
1715,2,10,8.0319,-0.4333
1716,1,11,8.4458,-0.8814
1717,1,12.6,9.3964,-0.1086
1718,2,11.5,8.7936,0.2827
1719,2,14.1,8.9976,0.4575
1720,1,10.4,8.1338,-0.1672
1721,2,13.7,9.5921,1.4269
1722,4,11.8,8.1265,-1.7578
1723,4,11.4,8.9307,-1.0352
1724,4,11.5,8.1121,-0.6071
1725,2,11.2,8.6137,-1.1512
1726,1,11.2,9.0576,-0.5934
1727,3,11,9.2824,0.0272
1728,1,13.5,9.3732,0.6259
1729,2,10.8,8.9859000000000009,-0.2562
1730,1,10.8,9.237,-0.6242
1731,4,14,8.688,-1.1063
1732,4,11.4,8.2825,-1.7359
1733,4,14.5,9.5458,0.2165
1734,2,13.9,8.7182,0.0215
1735,1,9.8,7.5208,-2.1922
1736,4,14.5,8.8636,0.8516
1737,2,11.3,8.1596,-0.9135
1738,3,12.6,9.1485,1.1895
1739,2,11.5,8.6752,-0.187
1740,1,9.7,8.6812,-0.1181
1741,4,12.1,10.2193,1.3973
1742,3,10.6,8.0549,-1.5051
1743,4,13.8,9.0768,0.3285
1744,1,10.3,9.2948,0.0974
1745,2,11.1,7.8943,-0.9673
1746,1,11.1,8.3196,-0.9236
1747,1,12.3,8.0412,-1.2358
1748,4,10.7,8.0044,-1.3168
1749,2,12,9.2349,-0.1822
1750,1,11.1,8.2992,-0.4099
1751,4,13.1,8.489,0.6907
1752,1,14,10.3854,0.8055
1753,1,12.7,8.6662,-0.2208
1754,3,11.4,9.2621,-0.8712
1755,4,10.9,8.5184,-1.042
1756,4,7.9,6.4679,-2.9389
1757,1,16,11.6642,3.2415
1758,3,13.2,9.6247,0.9066
1759,1,12.1,8.373,0.2576
1760,2,11.8,9.0739,0.4522
1761,3,10.7,7.7084,-1.101
1762,4,10.6,8.8375,-0.4137
1763,2,12.7,8.931,0.393
1764,1,12,8.9402,0.405
1765,3,12.7,9.0976,0.2484
1766,2,10.8,7.9242,-1.3314
1767,2,12.3,9.7805,0.6833
1768,4,11.8,9.0877,-0.4508
1769,4,12.8,8.5186,-0.1171
1770,4,13.8,9.5387,1.2466
1771,2,11.2,9.7461,0.0409
1772,4,10.6,8.536,-1.5651
1773,1,11.4,8.6276,-0.9256
1774,2,10.1,7.6248,-1.7879
1775,4,12.8,9.5265,1.2527
1776,2,13.8,9.326,1.2044
1777,4,15,10.8877,2.5755
1778,1,11.7,9.2156,0.2201
1779,3,11.6,8.4829,-0.3664
1780,3,13.4,8.9683,0.362
1781,2,9.6,8.242,-1.544
1782,2,11.7,9.7149,1.2312
1783,1,11.2,8.4906,-1.3886
1784,3,12.2,8.6086,-0.4546
1785,1,11.8,9.5916,1.5827
1786,2,10.3,8.6155,-1.2817
1787,4,13.5,8.6785,-0.014
1788,3,13,9.4758,-0.589
1789,4,13.2,9.26,0.9048
1790,2,13,8.9148,-0.0408
1791,3,10.7,8.4119,0.0544
1792,2,13.2,8.9928,0.5443
1793,3,12.5,8.7538,0.7499
1794,3,11.3,7.9942,-0.0115
1795,3,12.1,8.9327,0.0849
1796,3,12.2,8.8803,0.2946
1797,2,12.8,9.2716,0.0501
1798,2,10.4,8.1666,-1.6138
1799,1,13.3,9.3686,0.6864
1800,4,11.3,7.9412,-1.0613
1801,1,12.1,9.3692,0.775
1802,3,10.6,8.7078,-0.1295
1803,4,13.2,9.7727,0.4766
1804,3,10,8.6446,-1.1659
1805,3,11.1,8.9942,-1.0795
1806,1,11.8,9.2937,-0.0502
1807,2,11.7,8.9173,0.6097
1808,1,10.8,7.9774,-1.679
1809,1,11.7,9.0443,0.9063
1810,1,10,8.569,0.4226
1811,2,10,7.952,-1.3959
1812,4,12.4,8.4734,-1.2068
1813,4,14.7,9.3102,1.1161
1814,4,11.2,8.3985,-0.3423
1815,3,12.3,9.4752,-0.1156
1816,2,13,8.8847,0.5925
1817,3,12.2,9.5215,0.3259
1818,4,13.8,8.3797,-0.5838
1819,2,11.6,8.4326,-0.6006
1820,1,10.7,8.6516,0.039
1821,4,12.9,8.665,0.4458
1822,1,10.2,7.7557,-0.7354
1823,1,13.4,9.2233,0.8909
1824,3,12.9,9.6529,0.3393
1825,2,13.5,10.8036,1.5523
1826,4,12.7,8.7373,-0.2907
1827,1,11.7,8.8979,1.2361
1828,3,11.4,10.0255,0.542
1829,3,14.3,9.7498,0.8198
1830,1,14.2,9.8135,1.4461
1831,3,12.2,7.5927,-1.1132
1832,4,14,8.7503,-0.0938
1833,1,11.1,8.4794,-0.4442
1834,1,12.3,10.0932,1.3403
1835,2,11,8.8876,-0.4771
1836,1,11.6,8.3211,-0.2537
1837,4,9.6,7.3396,-2.4666
1838,1,11.3,8.2022,-0.7501
1839,3,14.6,10.3521,1.7461
1840,1,12.9,9.2133,0.3861
1841,4,11.1,7.8153,-2.7055
1842,4,12.1,9.0193,0.8516
1843,1,9.5,8.3837,-0.7363
1844,3,12.6,8.8895,-0.2617
1845,2,12,8.6359,0.0106
1846,4,10.2,9.1561,-0.286
1847,1,13,8.1876,0.0965
1848,3,9.9,7.967,-1.3946
1849,4,12,7.7977,-0.6746
1850,4,11.2,9.0605,0.8902
1851,4,12.8,9.6929,0.1237
1852,2,11.7,8.6737,-1.3259
1853,2,12.3,9.5953,0.7493
1854,2,11.6,8.8963,-0.3853
1855,1,12.5,9.3975,0.2755
1856,1,12.5,9.5728,0.575
1857,4,12.6,8.1994,-1.0547
1858,4,12.6,9.8116,0.8073
1859,1,13.2,9.8806,0.263
1860,4,14.7,10.2118,1.5472
1861,4,10.1,7.7911,-1.8436
1862,4,13.2,8.2115,-0.7724
1863,4,15.1,10.0963,1.8275
1864,3,11.8,9.2859,-0.3942
1865,4,12,8.4972,0.0611
1866,4,12.5,8.6708,-0.5977
1867,1,12.2,8.816,-0.4734
1868,3,12.2,9.3676,1.0117
1869,4,14.2,10.2494,1.0654
1870,4,12.1,8.6782,-1.0666
1871,4,12.6,9.3268,0.4205
1872,1,10.8,8.4119,0.3819
1873,4,12.4,7.6813,-1.6481
1874,4,15,9.6404,0.9544
1875,2,10.4,9.0409,-0.5504
1876,2,11.9,9.8632,0.0925
1877,4,11.1,8.9023,-1.0245
1878,3,12.8,8.8599,0.9987
1879,4,11.7,8.7157,-0.8551
1880,2,15.2,11.4392,3.7572
1881,1,12.5,9.8423,2.1421
1882,2,12.8,10.5966,1.8158
1883,1,11,8.2929,-0.8722
1884,1,9.7,8.5769,0.0644
1885,1,10.5,9.1714,0.0132
1886,2,11.8,9.0827,0.2653
1887,1,12.4,9.0299,-0.0747
1888,1,9.7,8.9187,-0.5605
1889,1,13.6,10.1848,1.7099
1890,1,12.2,9.3738,0.2413
1891,1,12.8,9.3312,0.3773
1892,1,11.5,9.0529,-0.3408
1893,3,12.5,8.9941,0.7358
1894,4,12.3,8.6673,-1.3304
1895,2,11,8.6022,-0.3562
1896,4,11.6,7.9507,-0.9447
1897,4,13.5,9.1925,0.8018
1898,1,11.2,9.4537,0.2048
1899,2,10.2,8.1243,-1.8993
1900,4,11.9,7.3928,-1.5232
1901,2,11.6,10.0428,0.788
1902,2,8.9,8.4858,-0.9664
1903,2,11.2,8.4528,-0.1375
1904,3,12.1,9.5653,0.1451
1905,3,13.4,9.072,-0.2014
1906,2,11,8.9178,0.9833
1907,2,12.6,8.8427,-0.8468
1908,2,11.7,8.2741,-1.789
1909,4,10.7,8.5532,-0.6733
1910,4,12.7,8.5044,-0.6835
1911,4,10.5,8.3121,-0.3314
1912,3,10.7,8.0915,-1.2652
1913,1,10.6,7.7254,-0.6418
1914,3,12.2,8.5286,-0.429
1915,1,10.6,8.2542,-1.4155
1916,1,11.9,8.4868,-0.8483
1917,3,14.9,9.788,1.1429
1918,4,14.3,8.4933,-1.0597
1919,4,12.8,9.0646,0.0491
1920,3,11.8,8.9955,-0.522
1921,3,12.6,8.9934,0.3444
1922,4,13.4,8.9446,0.6551
1923,4,13,9.124,0.1355
1924,3,10.9,8.2577,-1.5558
1925,3,11.3,8.2903,-0.0867
1926,2,10.3,8.4269,-0.602
1927,1,13.6,10.7919,2.5916
1928,4,15.3,10.0426,1.2946
1929,1,11,9.5358,0.275
1930,2,10.9,8.9603,0.7412
1931,2,12.8,8.5858,-0.2781
1932,3,12.2,9.623,0.0283
1933,2,9.8,8.2766,-0.3985
1934,1,9,8.4017,-2.2677
1935,3,12.9,9.3964,0.0032
1936,4,12.1,9.6563,-0.1155
1937,4,13.3,9.5995,1.0027
1938,2,12,9.2869,0.2537
1939,1,9.5,7.753,-1.4993
1940,2,12.6,8.4809,0.1953
1941,4,13.4,9.1887,0.2075
1942,2,12.7,8.5058,-0.8606
1943,1,12.6,9.6501,0.4085
1944,1,11.9,9.3994,-0.0777
1945,3,11.9,8.595,-0.5347
1946,2,11.9,9.4489,0.9633
1947,3,12.5,9.1465,0.2612
1948,3,13.1,8.3971,-1.0932
1949,1,11.4,9.1078,0.0744
1950,3,12.4,9.4001,0.837
1951,3,11.7,8.7953,-0.4826
1952,2,12.3,8.7259,-0.8311
1953,2,14.5,9.4924,1.1215
1954,3,13.2,8.961,0.1318
1955,2,11.1,9.0251,-0.2536
1956,4,11.1,7.6451,-0.7879
1957,2,12.2,9.0983,-0.9011
1958,2,10,8.5415,-0.0927
1959,2,10.9,7.6768,-1.7802
1960,2,12.6,9.8018,0.3677
1961,2,12.1,9.3021,1.0289
1962,4,10.4,7.784,-1.2587
1963,3,12.3,9.3161,-0.1766
1964,4,13.2,9.723,1.2537
1965,3,11.7,8.923,-1.3097
1966,4,11.4,9.236,-0.5762
1967,4,12.6,9.6255,-0.1933
1968,4,11.5,9.2975,0.7841
1969,2,13.5,8.689,-0.1216
1970,1,12.6,9.2812,1.1028
1971,3,13,8.9273,0.6499
1972,1,11,9.0288,0.46
1973,2,15.2,10.7273,1.174
1974,1,13.7,9.2802,0.4428
1975,4,10.5,8.3844,-0.4865
1976,1,12.7,9.5301,1.3144
1977,3,14.6,9.3305,0.9902
1978,2,11.9,9.882,0.3711
1979,4,10.9,8.5849,-0.5623
1980,3,13.3,9.553,0.3405
1981,2,11.9,8.5004,-1.044
1982,2,13.6,9.402,0.2611
1983,1,10.5,9.5375,-0.008
1984,4,12.5,8.9941,-1.0139
1985,1,12.7,9.3593,0.6834
1986,1,12.6,8.5251,-0.831
1987,4,14.5,9.5584,0.7376
1988,2,11.7,8.0744,-0.7612
1989,3,12,9.2896,0.7079
1990,4,8.8,8.2441,-1.7932
1991,2,11.8,8.4255,-1.1946
1992,3,12.2,8.8936,-1.0814
1993,2,12.5,9.2943,1.015
1994,2,12.6,9.4905,0.5316
1995,3,12.8,9.2293,-0.2775
1996,3,12.7,9.3497,-0.2378
1997,4,11.2,8.5509,-1.2524
1998,2,13.4,9.876,1.1236
1999,3,12.4,10.1693,0.9282
2000,2,11.2,8.5843,-0.7712
