id_reserva,dias_anticipacion,num_noches,num_noches_finde,num_adultos,num_ninos,num_solicitudes_especiales,num_estancias_previas,precio_total_mxn,descuento_aplicado_pct,tipo_habitacion,canal_reserva,regimen,temporada,forma_pago,pais_origen,cliente_recurrente,tiene_promocion,cancelo
494,154,3,1,2,0,0,1,22725,13.4,estandar,ota,todo_incluido,alta,anticipado,eua_canada,si,si,si
495,86,8,3,2,2,0,1,27183,12,estandar,ota,media_pension,media,deposito_50pct,eua_canada,si,si,no
496,81,3,0,1,0,0,1,9961,2.2,estandar,web_propio,solo_habitacion,media,en_hotel,mexico,si,si,no
497,97,4,1,2,3,0,0,23740,0,junior,ota,solo_habitacion,baja,en_hotel,europa,no,no,si
498,126,11,2,3,0,0,1,16128,0,estandar,ota,desayuno,media,en_hotel,europa,si,no,no
499,152,3,1,2,0,1,0,6025,9.9,estandar,ota,solo_habitacion,media,deposito_50pct,otro,no,si,no
500,71,3,0,4,0,1,2,12485,0,estandar,web_propio,desayuno,alta,anticipado,eua_canada,si,no,no
501,107,2,0,2,0,0,0,4192,22.5,estandar,ota,media_pension,baja,deposito_50pct,eua_canada,no,si,si
502,48,1,1,2,2,0,1,25995,0,junior,ota,desayuno,alta,deposito_50pct,mexico,si,no,no
503,75,7,2,2,0,0,3,3362,14.4,estandar,agencia,media_pension,baja,en_hotel,eua_canada,si,si,no
504,20,2,0,1,0,1,0,20051,20.6,estandar,web_propio,desayuno,media,en_hotel,mexico,no,si,si
505,16,3,1,1,0,2,2,26465,6.4,estandar,web_propio,desayuno,baja,deposito_50pct,mexico,si,si,no
506,113,1,0,3,0,0,0,22916,15.7,estandar,ota,media_pension,media,anticipado,eua_canada,no,si,si
507,22,3,1,3,0,1,1,25226,1.3,ejecutiva,telefono,media_pension,baja,deposito_50pct,mexico,si,si,no
508,33,1,0,2,0,1,0,17415,9.1,suite,ota,desayuno,media,en_hotel,mexico,no,si,no
509,44,4,1,2,1,0,3,15652,12.1,junior,web_propio,solo_habitacion,media,deposito_50pct,eua_canada,si,si,no
510,122,4,1,1,0,0,1,21823,0,estandar,agencia,desayuno,alta,en_hotel,eua_canada,si,no,no
511,19,2,1,2,2,1,1,25073,8.2,junior,telefono,desayuno,media,deposito_50pct,eua_canada,si,si,si
512,115,3,1,1,1,1,0,19297,NA,ejecutiva,ota,solo_habitacion,alta,anticipado,eua_canada,no,no,no
513,16,2,1,2,2,0,4,24516,7.8,estandar,ota,media_pension,media,anticipado,mexico,si,si,no
514,64,8,3,1,0,2,0,19719,0,suite,agencia,desayuno,baja,deposito_50pct,eua_canada,no,no,si
515,8,2,1,2,0,0,1,13043,4.9,junior,ota,desayuno,media,deposito_50pct,mexico,si,si,no
516,30,10,6,2,2,0,2,4310,39.1,estandar,ota,solo_habitacion,baja,anticipado,eua_canada,si,si,no
517,203,2,1,2,0,1,2,5208,11.5,junior,telefono,solo_habitacion,alta,anticipado,mexico,si,si,no
518,135,1,0,4,0,0,1,27914,0,estandar,agencia,solo_habitacion,media,en_hotel,mexico,si,no,si
519,135,3,1,1,1,1,0,8894,3.7,estandar,ota,desayuno,media,anticipado,mexico,no,si,no
520,18,2,0,2,0,4,1,NA,NA,estandar,ota,solo_habitacion,media,deposito_50pct,europa,si,si,no
521,76,3,1,1,0,0,3,12276,10.5,junior,ota,media_pension,baja,anticipado,mexico,si,si,si
522,17,10,4,2,1,0,2,12135,17.4,ejecutiva,ota,desayuno,media,deposito_50pct,mexico,si,si,no
523,49,7,3,1,0,3,0,15682,4.5,estandar,agencia,todo_incluido,media,deposito_50pct,europa,no,si,no
524,19,6,2,2,1,0,2,16978,8.6,estandar,ota,desayuno,media,en_hotel,eua_canada,si,si,no
525,53,3,0,3,1,0,1,24830,9.2,estandar,ota,solo_habitacion,alta,en_hotel,europa,si,si,si
526,51,2,1,2,0,2,1,13064,21.2,estandar,web_propio,solo_habitacion,baja,anticipado,mexico,si,si,no
527,63,1,0,1,0,2,0,9953,1,estandar,ota,desayuno,alta,deposito_50pct,mexico,no,si,no
528,11,2,1,2,0,5,0,7971,0,estandar,ota,desayuno,alta,en_hotel,europa,no,no,no
529,185,1,0,4,1,1,2,NA,13.4,junior,ota,solo_habitacion,media,deposito_50pct,otro,si,si,si
530,6,3,0,1,1,0,2,11065,16.6,estandar,web_propio,desayuno,alta,en_hotel,mexico,si,si,no
531,21,1,0,1,0,4,2,9791,19,estandar,telefono,media_pension,alta,deposito_50pct,NA,si,si,no
532,24,3,1,2,1,2,0,26511,20.6,junior,ota,solo_habitacion,alta,anticipado,europa,no,si,si
533,35,2,1,3,0,1,0,9478,17.8,estandar,web_propio,desayuno,alta,anticipado,mexico,no,si,no
534,107,7,2,2,0,0,1,24661,1.7,suite,agencia,solo_habitacion,alta,deposito_50pct,NA,si,si,si
535,33,7,4,2,0,0,0,16982,10.6,estandar,ota,media_pension,media,deposito_50pct,europa,no,si,si
536,48,7,3,2,0,0,1,9929,6.9,ejecutiva,telefono,desayuno,baja,en_hotel,mexico,si,si,si
537,148,2,1,2,0,2,0,14371,3.8,estandar,agencia,solo_habitacion,alta,anticipado,europa,no,si,no
538,44,2,1,2,0,0,2,1735,21.4,estandar,web_propio,solo_habitacion,baja,anticipado,otro,si,si,si
539,74,5,2,2,0,0,0,15276,3.1,ejecutiva,ota,todo_incluido,media,anticipado,mexico,no,si,no
540,14,5,2,1,1,2,3,25629,1.3,ejecutiva,ota,solo_habitacion,alta,anticipado,mexico,si,si,no
541,29,7,2,1,1,0,0,24718,0,estandar,ota,solo_habitacion,media,deposito_50pct,mexico,no,no,si
542,11,1,0,1,0,0,0,24402,9.4,ejecutiva,web_propio,todo_incluido,media,en_hotel,otro,no,si,si
543,29,4,2,3,0,0,1,18199,16.7,estandar,agencia,media_pension,media,anticipado,mexico,si,si,no
544,44,5,1,2,0,3,2,10516,9.2,estandar,ota,solo_habitacion,baja,en_hotel,mexico,si,si,no
545,37,3,2,3,0,0,2,6535,24.1,estandar,ota,desayuno,baja,deposito_50pct,mexico,si,si,si
546,193,3,1,1,1,0,0,10762,8.3,junior,agencia,desayuno,baja,anticipado,eua_canada,no,si,si
547,100,11,6,2,0,0,2,24498,7,junior,ota,todo_incluido,alta,deposito_50pct,mexico,si,si,no
548,37,5,1,2,2,0,0,20348,10.6,ejecutiva,ota,desayuno,alta,deposito_50pct,mexico,no,si,no
549,88,5,1,2,0,0,1,27805,19.2,estandar,ota,todo_incluido,media,anticipado,mexico,si,si,si
550,132,4,1,1,0,0,2,25188,25,junior,agencia,media_pension,media,deposito_50pct,mexico,si,si,si
551,27,1,0,4,0,1,4,24327,9.6,suite,telefono,solo_habitacion,baja,en_hotel,eua_canada,si,si,no
552,199,3,1,3,0,0,1,6323,13.5,junior,web_propio,solo_habitacion,media,deposito_50pct,otro,si,si,no
553,64,10,5,2,1,3,1,26501,3,suite,web_propio,desayuno,media,en_hotel,mexico,si,si,si
554,35,1,1,2,0,0,0,6281,0,suite,ota,media_pension,baja,anticipado,mexico,no,no,no
555,54,2,0,1,0,3,2,12938,0.6,estandar,agencia,solo_habitacion,media,anticipado,eua_canada,si,si,no
556,166,4,2,2,2,0,1,17179,21.6,estandar,web_propio,todo_incluido,alta,deposito_50pct,eua_canada,si,si,si
557,49,4,2,1,0,0,2,19507,1,junior,ota,media_pension,alta,en_hotel,eua_canada,si,si,si
558,64,2,0,1,1,0,1,15254,11.9,estandar,ota,media_pension,media,deposito_50pct,mexico,si,si,si
559,45,2,1,1,0,0,0,27777,9.3,junior,web_propio,solo_habitacion,media,anticipado,otro,no,si,si
560,49,2,1,2,2,1,1,5034,5.6,estandar,web_propio,solo_habitacion,media,anticipado,mexico,si,si,no
561,49,9,1,2,0,0,1,17363,0,junior,web_propio,solo_habitacion,alta,en_hotel,eua_canada,si,no,si
562,62,1,0,1,0,2,2,27869,4.9,ejecutiva,web_propio,todo_incluido,alta,en_hotel,mexico,si,si,no
563,53,13,3,4,0,1,1,5700,19.8,estandar,ota,solo_habitacion,baja,deposito_50pct,otro,si,si,si
564,71,4,1,4,1,0,3,6479,11.1,estandar,ota,solo_habitacion,baja,deposito_50pct,mexico,si,si,si
565,61,3,0,1,0,0,2,4693,0,estandar,ota,desayuno,media,en_hotel,mexico,si,no,si
566,81,3,1,2,0,2,0,24718,23.9,estandar,web_propio,media_pension,baja,en_hotel,mexico,no,si,si
567,104,4,1,4,0,0,1,18638,15.3,estandar,agencia,solo_habitacion,baja,anticipado,europa,si,si,si
568,55,2,1,3,0,0,1,14155,0,estandar,agencia,solo_habitacion,alta,deposito_50pct,eua_canada,si,no,no
569,33,1,0,4,0,1,2,22561,5.3,junior,telefono,media_pension,alta,anticipado,mexico,si,si,no
570,252,2,1,2,0,0,0,16027,0,estandar,agencia,desayuno,media,deposito_50pct,mexico,no,no,si
571,3,2,1,2,0,0,0,26377,0.1,estandar,ota,desayuno,media,deposito_50pct,eua_canada,no,si,no
572,102,6,2,2,0,1,3,19008,27.2,ejecutiva,agencia,solo_habitacion,baja,deposito_50pct,mexico,si,si,si
573,138,1,0,2,0,1,1,26989,0,estandar,ota,solo_habitacion,alta,anticipado,mexico,si,no,si
574,28,8,4,2,0,1,2,20566,0,estandar,ota,desayuno,media,en_hotel,europa,si,no,no
575,47,4,1,2,0,0,1,18543,0,suite,ota,solo_habitacion,baja,anticipado,mexico,si,no,si
576,97,2,1,1,1,1,1,13577,3.3,suite,ota,solo_habitacion,alta,anticipado,mexico,si,si,no
577,188,4,2,1,0,1,3,22643,4.9,estandar,web_propio,solo_habitacion,alta,en_hotel,eua_canada,si,si,no
578,61,3,1,4,3,0,0,11604,17.2,estandar,ota,desayuno,baja,anticipado,mexico,no,si,no
579,126,5,3,2,1,0,0,7401,3.3,junior,web_propio,desayuno,media,en_hotel,europa,no,si,si
580,61,2,0,2,0,0,1,19950,7,estandar,ota,media_pension,media,anticipado,europa,si,si,si
581,22,1,0,2,2,0,1,25775,12.5,junior,web_propio,solo_habitacion,baja,anticipado,mexico,si,si,no
582,85,5,1,1,0,0,2,17852,17.8,estandar,ota,solo_habitacion,media,deposito_50pct,mexico,si,si,si
583,28,3,1,4,0,1,2,14978,0,estandar,web_propio,solo_habitacion,media,deposito_50pct,eua_canada,si,no,si
584,21,4,1,2,0,1,0,7103,20,estandar,ota,solo_habitacion,media,anticipado,europa,no,si,no
585,93,5,1,2,2,1,1,25234,NA,estandar,web_propio,desayuno,media,deposito_50pct,otro,si,si,si
586,112,8,4,2,0,0,0,2701,2.4,estandar,agencia,solo_habitacion,baja,deposito_50pct,mexico,no,si,si
587,107,3,1,2,2,0,1,14381,4.2,junior,web_propio,solo_habitacion,alta,anticipado,otro,si,si,no
588,24,3,1,2,0,2,1,10402,0,estandar,ota,desayuno,alta,deposito_50pct,europa,si,no,no
589,63,6,4,1,0,0,1,23821,6.8,estandar,ota,solo_habitacion,media,en_hotel,eua_canada,si,si,no
590,101,2,1,1,0,1,2,12811,4.6,suite,web_propio,solo_habitacion,baja,deposito_50pct,eua_canada,si,si,no
591,128,7,3,2,2,0,2,18972,0,estandar,ota,solo_habitacion,media,anticipado,mexico,si,no,no
592,103,3,1,2,0,2,1,23226,4.6,estandar,ota,desayuno,media,en_hotel,NA,si,si,si
593,17,1,0,2,1,1,2,7975,0,estandar,ota,solo_habitacion,media,deposito_50pct,eua_canada,si,no,no
594,242,3,1,1,0,1,4,6574,0.5,estandar,ota,media_pension,media,deposito_50pct,europa,si,si,si
595,37,11,6,1,0,0,0,18338,9.7,suite,ota,desayuno,alta,anticipado,mexico,no,si,si
596,40,3,1,2,0,2,1,26350,0,ejecutiva,ota,desayuno,alta,en_hotel,mexico,si,no,si
597,38,1,0,3,2,0,3,25328,0,junior,ota,solo_habitacion,media,anticipado,europa,si,no,no
598,39,2,1,2,0,0,0,6082,4.5,junior,web_propio,desayuno,media,en_hotel,mexico,no,si,si
599,86,7,2,3,0,2,1,27543,7.1,junior,ota,desayuno,alta,en_hotel,mexico,si,si,si
600,27,3,1,1,0,0,1,14911,0,estandar,ota,desayuno,media,anticipado,mexico,si,no,no
601,124,6,3,2,0,2,4,26504,0,estandar,web_propio,media_pension,media,deposito_50pct,mexico,si,no,si
602,103,4,1,2,0,0,1,27977,3.3,estandar,ota,todo_incluido,media,deposito_50pct,mexico,si,si,no
603,49,3,1,2,0,1,0,19149,14.9,estandar,ota,todo_incluido,alta,deposito_50pct,europa,no,si,no
604,38,5,1,3,1,0,2,20010,7.6,estandar,ota,desayuno,media,deposito_50pct,europa,si,si,no
605,82,3,1,4,0,1,1,24868,18.9,estandar,web_propio,solo_habitacion,alta,deposito_50pct,eua_canada,si,si,no
606,41,4,2,1,0,0,1,13563,0,estandar,web_propio,media_pension,alta,deposito_50pct,mexico,si,no,no
607,10,1,0,1,0,3,1,24727,15.9,ejecutiva,agencia,desayuno,media,en_hotel,mexico,si,si,no
608,41,4,1,2,0,0,1,17889,22.3,estandar,ota,solo_habitacion,media,deposito_50pct,eua_canada,si,si,si
609,76,1,0,3,1,0,1,16363,0,estandar,web_propio,todo_incluido,baja,anticipado,europa,si,no,no
610,83,1,0,1,1,1,1,22654,13.7,estandar,agencia,solo_habitacion,baja,deposito_50pct,mexico,si,si,si
611,15,2,1,2,0,0,1,23952,4.3,junior,ota,solo_habitacion,media,anticipado,eua_canada,si,si,no
612,85,2,1,2,2,0,4,3263,0,junior,web_propio,solo_habitacion,baja,en_hotel,eua_canada,si,no,no
613,54,3,1,2,0,3,1,18940,4.7,estandar,ota,solo_habitacion,alta,deposito_50pct,mexico,si,si,no
614,42,1,0,2,0,0,1,11363,8.7,estandar,ota,todo_incluido,media,en_hotel,eua_canada,si,si,no
615,27,4,2,2,0,0,2,2630,19,estandar,ota,todo_incluido,baja,deposito_50pct,mexico,si,si,no
616,27,2,1,2,0,0,1,11460,38,estandar,telefono,todo_incluido,alta,anticipado,mexico,si,si,no
617,49,4,1,2,1,0,3,NA,12.6,estandar,web_propio,desayuno,baja,en_hotel,mexico,si,si,no
618,29,1,1,2,0,0,1,18790,10.3,estandar,ota,solo_habitacion,alta,anticipado,eua_canada,si,si,si
619,43,5,1,2,0,0,4,12133,8.2,junior,ota,solo_habitacion,media,en_hotel,mexico,si,si,si
620,72,1,0,2,1,0,1,17586,6.1,estandar,ota,desayuno,baja,anticipado,eua_canada,si,si,si
621,18,12,5,1,2,0,2,10010,0,estandar,web_propio,solo_habitacion,alta,anticipado,europa,si,no,no
622,155,1,1,2,1,0,1,18675,0,estandar,ota,desayuno,alta,en_hotel,europa,si,no,si
623,151,9,4,2,0,1,1,16391,16.4,junior,telefono,solo_habitacion,baja,en_hotel,mexico,si,si,si
624,41,7,1,2,0,3,1,4404,8.7,junior,telefono,desayuno,baja,anticipado,mexico,si,si,no
625,74,2,0,2,1,3,2,7349,5.4,junior,web_propio,media_pension,media,en_hotel,NA,si,si,no
626,62,3,2,2,0,0,4,15182,6.9,estandar,web_propio,media_pension,alta,en_hotel,mexico,si,si,no
627,29,2,0,2,1,0,2,23512,20.1,estandar,agencia,solo_habitacion,baja,deposito_50pct,mexico,si,si,no
628,17,4,0,2,0,3,1,11534,12.4,ejecutiva,web_propio,solo_habitacion,media,en_hotel,mexico,si,si,no
629,62,1,0,1,0,2,0,13288,9.5,estandar,telefono,solo_habitacion,alta,deposito_50pct,eua_canada,no,si,si
630,42,1,0,2,0,0,0,NA,27,estandar,web_propio,media_pension,media,anticipado,mexico,no,si,si
631,109,4,1,3,0,0,2,24378,0,ejecutiva,ota,media_pension,baja,deposito_50pct,mexico,si,no,no
632,50,5,2,3,0,3,1,14026,4.2,junior,ota,desayuno,media,deposito_50pct,eua_canada,si,si,no
633,156,11,2,2,1,1,0,17462,13.3,suite,ota,media_pension,media,deposito_50pct,mexico,no,si,si
634,109,3,1,2,0,0,1,23764,7.8,junior,ota,media_pension,baja,anticipado,eua_canada,si,si,no
635,80,9,2,4,1,5,1,22502,17.8,estandar,agencia,desayuno,alta,anticipado,eua_canada,si,si,no
636,177,1,0,4,1,1,1,22790,0.9,estandar,ota,desayuno,baja,deposito_50pct,mexico,si,si,si
637,35,10,4,1,0,0,1,1536,19.4,suite,ota,desayuno,baja,en_hotel,mexico,si,si,no
638,41,2,1,3,0,0,2,24389,8,estandar,ota,desayuno,baja,deposito_50pct,mexico,si,si,si
639,15,8,3,1,0,0,2,19317,5.8,suite,ota,desayuno,alta,en_hotel,eua_canada,si,si,si
640,78,7,4,2,0,4,1,16611,2.7,ejecutiva,ota,solo_habitacion,media,en_hotel,eua_canada,si,si,si
641,28,7,4,1,1,1,1,14759,11.9,ejecutiva,ota,desayuno,media,anticipado,mexico,si,si,no
642,35,4,1,1,2,0,1,16003,0,ejecutiva,web_propio,desayuno,alta,en_hotel,mexico,si,no,si
643,62,2,1,1,0,0,3,3719,0,suite,ota,media_pension,media,anticipado,otro,si,no,no
644,50,1,0,2,0,0,2,18968,5.1,estandar,ota,solo_habitacion,baja,deposito_50pct,mexico,si,si,si
645,110,1,0,2,0,0,0,26484,30.2,estandar,ota,media_pension,media,en_hotel,europa,no,si,si
646,155,6,2,3,1,0,1,13393,0,estandar,ota,media_pension,alta,deposito_50pct,mexico,si,no,si
647,60,2,1,2,0,1,0,9174,0,junior,ota,desayuno,baja,en_hotel,eua_canada,no,no,no
648,30,4,2,4,0,2,1,18801,8.9,junior,web_propio,desayuno,baja,anticipado,mexico,si,si,no
649,58,11,1,2,0,0,0,9670,0,estandar,ota,desayuno,media,en_hotel,eua_canada,no,no,si
650,43,10,2,2,0,0,1,21271,15.2,estandar,telefono,media_pension,alta,anticipado,mexico,si,si,no
651,23,4,1,2,0,0,1,18134,3.7,junior,ota,solo_habitacion,baja,anticipado,eua_canada,si,si,si
652,34,1,0,2,0,3,2,20516,0,ejecutiva,ota,solo_habitacion,alta,deposito_50pct,eua_canada,si,no,no
653,106,1,0,1,1,0,1,15584,0,ejecutiva,ota,desayuno,alta,deposito_50pct,mexico,si,no,si
654,29,3,1,2,0,1,1,19560,5.2,ejecutiva,agencia,solo_habitacion,alta,en_hotel,mexico,si,si,no
655,88,3,1,2,1,0,1,23596,16.3,junior,ota,desayuno,media,en_hotel,otro,si,si,si
656,45,1,1,1,2,0,0,22717,0,estandar,web_propio,solo_habitacion,alta,deposito_50pct,eua_canada,no,no,no
657,150,2,1,1,0,1,0,9821,26,junior,web_propio,media_pension,alta,en_hotel,mexico,no,si,si
658,38,1,0,4,0,1,0,14878,14.1,junior,ota,desayuno,alta,deposito_50pct,eua_canada,no,si,no
659,139,14,4,1,0,1,0,9289,NA,junior,ota,solo_habitacion,baja,anticipado,mexico,no,si,si
660,60,2,0,2,0,0,1,23325,0.1,estandar,agencia,solo_habitacion,media,deposito_50pct,mexico,si,si,no
661,93,2,0,1,1,0,1,12001,14,estandar,telefono,solo_habitacion,media,anticipado,eua_canada,si,si,si
662,60,2,1,1,2,1,2,11131,1.4,junior,agencia,solo_habitacion,media,en_hotel,mexico,si,si,si
663,53,10,3,4,1,0,2,21856,0,estandar,ota,desayuno,media,en_hotel,mexico,si,no,no
664,142,3,1,2,0,0,1,23991,2,junior,ota,solo_habitacion,alta,en_hotel,mexico,si,si,si
665,33,1,0,3,0,1,1,10047,0.7,suite,web_propio,solo_habitacion,baja,en_hotel,mexico,si,si,no
666,43,3,2,3,0,0,5,15870,6.1,estandar,web_propio,todo_incluido,alta,en_hotel,mexico,si,si,no
667,70,6,1,1,2,1,0,8881,0,estandar,agencia,desayuno,baja,en_hotel,mexico,no,no,no
668,5,3,0,2,2,5,1,22218,30.3,estandar,web_propio,media_pension,media,deposito_50pct,eua_canada,si,si,no
669,55,1,0,2,0,1,2,23170,18.5,estandar,ota,solo_habitacion,media,en_hotel,mexico,si,si,no
670,56,9,3,1,0,0,1,23098,6.6,estandar,ota,solo_habitacion,media,deposito_50pct,otro,si,si,si
671,91,5,2,1,0,0,2,5827,0.4,estandar,agencia,solo_habitacion,media,anticipado,mexico,si,si,no
672,21,2,1,2,0,0,2,8162,24.8,junior,ota,solo_habitacion,alta,anticipado,NA,si,si,no
673,33,2,1,2,2,2,1,3972,0,estandar,agencia,desayuno,media,deposito_50pct,otro,si,no,no
674,41,4,2,2,1,3,1,12035,3.4,estandar,agencia,desayuno,media,deposito_50pct,eua_canada,si,si,no
675,3,3,1,2,1,0,0,7423,11.5,estandar,ota,desayuno,baja,anticipado,mexico,no,si,no
676,45,2,0,4,2,1,0,17273,7.9,junior,agencia,desayuno,baja,anticipado,otro,no,si,si
677,25,8,2,2,0,0,3,NA,0,junior,web_propio,desayuno,media,en_hotel,mexico,si,no,no
678,56,5,3,1,0,0,4,3511,17.7,estandar,web_propio,desayuno,alta,en_hotel,mexico,si,si,si
679,155,11,4,2,0,0,0,10352,22.6,estandar,ota,solo_habitacion,baja,en_hotel,europa,no,si,no
680,126,6,1,2,1,1,2,12244,8.8,estandar,ota,todo_incluido,alta,anticipado,mexico,si,si,no
681,50,1,0,3,0,2,1,10919,18.6,estandar,agencia,desayuno,media,anticipado,mexico,si,si,no
682,51,2,1,1,0,0,3,5771,0.4,estandar,web_propio,solo_habitacion,alta,deposito_50pct,mexico,si,si,no
683,130,6,2,2,1,0,1,NA,31.1,estandar,web_propio,todo_incluido,alta,deposito_50pct,eua_canada,si,si,no
684,23,7,2,4,0,3,1,14102,0,suite,ota,desayuno,alta,deposito_50pct,eua_canada,si,no,no
685,28,6,3,4,0,0,0,16620,24.9,estandar,ota,solo_habitacion,baja,anticipado,mexico,no,si,si
686,149,3,1,3,1,3,1,13138,9.7,estandar,web_propio,solo_habitacion,alta,en_hotel,eua_canada,si,si,no
687,27,7,3,2,0,1,3,5685,9,estandar,web_propio,desayuno,alta,anticipado,mexico,si,si,no
688,35,1,0,2,0,1,1,3971,7.6,estandar,ota,solo_habitacion,baja,deposito_50pct,eua_canada,si,si,si
689,154,1,0,2,1,3,2,15388,0,estandar,web_propio,solo_habitacion,media,en_hotel,mexico,si,no,no
690,30,7,4,2,0,0,4,4271,17.5,junior,web_propio,solo_habitacion,media,deposito_50pct,mexico,si,si,no
691,63,3,2,2,0,0,1,17544,4.2,estandar,ota,solo_habitacion,baja,anticipado,mexico,si,si,si
692,48,1,0,2,0,0,0,9886,8,estandar,web_propio,media_pension,alta,deposito_50pct,eua_canada,no,si,si
693,54,5,2,4,0,1,0,4483,15.8,estandar,ota,todo_incluido,baja,en_hotel,eua_canada,no,si,si
694,82,1,1,2,0,0,0,6378,0,estandar,web_propio,desayuno,alta,en_hotel,mexico,no,no,si
695,20,5,2,2,0,4,3,24473,16.5,estandar,ota,solo_habitacion,baja,en_hotel,mexico,si,si,no
696,101,4,2,2,0,0,1,24898,12.9,estandar,agencia,solo_habitacion,alta,deposito_50pct,mexico,si,si,si
697,20,5,1,3,0,2,4,16120,23.6,estandar,ota,media_pension,media,deposito_50pct,mexico,si,si,no
698,88,3,1,2,0,0,0,15471,6.4,estandar,web_propio,solo_habitacion,baja,deposito_50pct,mexico,no,si,si
699,103,1,0,2,2,1,1,1869,17.5,estandar,ota,solo_habitacion,alta,deposito_50pct,mexico,si,si,si
700,160,1,1,2,0,0,3,13532,11.8,suite,ota,solo_habitacion,baja,en_hotel,NA,si,si,si
701,36,3,2,2,2,0,1,11991,0,suite,web_propio,desayuno,alta,en_hotel,mexico,si,no,no
702,109,2,1,1,1,1,0,9600,8.2,junior,web_propio,solo_habitacion,baja,anticipado,otro,no,si,no
703,24,1,0,1,0,1,0,26853,19.5,estandar,agencia,desayuno,alta,en_hotel,eua_canada,no,si,no
704,21,12,2,2,0,2,0,9098,1.1,suite,agencia,desayuno,alta,anticipado,mexico,no,si,no
705,28,3,2,2,1,0,0,19612,14.7,junior,web_propio,desayuno,baja,deposito_50pct,mexico,no,si,no
706,129,3,0,2,1,0,0,14914,19.5,estandar,web_propio,solo_habitacion,media,deposito_50pct,eua_canada,no,si,no
707,17,3,2,2,2,0,0,3735,0.7,junior,telefono,todo_incluido,media,anticipado,eua_canada,no,si,no
708,14,2,1,1,2,0,2,22175,3.6,estandar,ota,desayuno,baja,en_hotel,otro,si,si,no
709,29,2,1,1,1,1,1,13815,13.7,junior,ota,desayuno,alta,deposito_50pct,otro,si,si,si
710,251,2,1,1,0,0,0,2553,0,junior,web_propio,desayuno,media,anticipado,mexico,no,no,si
711,41,4,1,2,0,0,0,15530,10,junior,telefono,solo_habitacion,media,anticipado,mexico,no,si,no
712,90,4,2,2,0,0,2,NA,16.6,estandar,ota,media_pension,baja,en_hotel,mexico,si,si,si
713,35,9,4,2,0,1,3,14268,2.5,junior,web_propio,solo_habitacion,media,deposito_50pct,mexico,si,si,no
714,23,7,4,3,0,2,2,14360,NA,junior,ota,media_pension,alta,en_hotel,eua_canada,si,no,no
715,32,5,1,2,1,0,2,18762,NA,estandar,ota,media_pension,baja,en_hotel,eua_canada,si,si,no
716,122,3,1,2,0,0,3,NA,4.3,estandar,web_propio,solo_habitacion,media,en_hotel,eua_canada,si,si,si
717,142,3,0,3,1,0,0,11096,0,estandar,ota,desayuno,media,en_hotel,europa,no,no,si
718,55,9,4,1,0,0,0,4031,17.5,junior,ota,media_pension,alta,anticipado,mexico,no,si,si
719,10,12,2,4,0,1,1,20700,15.7,ejecutiva,ota,desayuno,media,deposito_50pct,eua_canada,si,si,si
720,84,8,3,3,0,1,0,7336,8.3,estandar,ota,solo_habitacion,media,en_hotel,otro,no,si,no
721,52,6,2,2,0,0,3,21917,9.3,estandar,ota,media_pension,media,anticipado,eua_canada,si,si,si
722,100,1,0,3,0,0,2,26328,4.5,estandar,ota,solo_habitacion,media,deposito_50pct,mexico,si,si,si
723,35,2,1,2,0,1,4,24298,25.2,estandar,agencia,desayuno,media,deposito_50pct,mexico,si,si,no
724,209,3,1,2,0,0,1,24900,8.7,estandar,ota,desayuno,media,en_hotel,eua_canada,si,si,si
725,48,14,5,2,0,3,0,27895,12.1,suite,web_propio,solo_habitacion,media,en_hotel,eua_canada,no,si,no
726,105,2,1,2,0,0,1,5139,0,ejecutiva,ota,solo_habitacion,media,en_hotel,eua_canada,si,no,si
727,39,3,1,2,1,2,2,24619,2.8,junior,web_propio,solo_habitacion,media,deposito_50pct,otro,si,si,no
728,81,3,0,1,0,0,3,17261,13.3,estandar,agencia,solo_habitacion,baja,deposito_50pct,otro,si,si,no
729,23,1,0,3,0,2,2,22861,10.3,junior,web_propio,desayuno,alta,en_hotel,mexico,si,si,no
730,51,2,0,4,2,1,1,22680,15.6,ejecutiva,ota,media_pension,baja,en_hotel,europa,si,si,si
731,155,2,1,2,0,0,2,13448,23.5,estandar,ota,solo_habitacion,alta,en_hotel,mexico,si,si,si
732,233,3,1,2,0,0,0,19689,3.6,estandar,ota,desayuno,alta,deposito_50pct,mexico,no,si,si
733,102,2,0,2,0,0,0,5566,10.9,estandar,ota,todo_incluido,alta,anticipado,otro,no,si,no
734,18,7,3,2,0,0,2,17229,17.1,estandar,agencia,desayuno,alta,anticipado,eua_canada,si,si,no
735,91,8,5,2,0,0,0,5673,8.5,suite,web_propio,desayuno,alta,anticipado,mexico,no,si,si
736,6,10,3,3,1,0,2,22070,0,estandar,agencia,desayuno,media,anticipado,mexico,si,no,no
737,10,3,1,1,0,0,1,16794,0,junior,ota,desayuno,alta,anticipado,europa,si,no,no
738,35,7,2,2,1,1,1,27066,0,ejecutiva,ota,todo_incluido,media,anticipado,europa,si,no,si
739,128,3,1,2,0,0,2,10290,0,estandar,ota,desayuno,media,deposito_50pct,otro,si,no,no
740,76,5,3,4,0,0,4,7068,0.7,estandar,web_propio,solo_habitacion,media,anticipado,otro,si,si,no
741,76,1,0,2,1,0,3,NA,17.7,suite,agencia,media_pension,media,deposito_50pct,mexico,si,si,no
