id_cliente,edad,dias_desde_registro,num_sesiones_mes,num_juegos_distintos,monto_apostado_mensual_mxn,monto_deposito_promedio_mxn,usa_app_movil,bono_reclamado,tasa_retorno_pct,prometedor
CL00991,55,66,3,5,1871,399,si,si,92,no
CL00992,61,341,3,9,1205,700,no,no,91.8,si
CL00993,43,74,3,3,707,309,no,no,92.9,no
CL00994,53,315,9,4,5632,1415,no,no,88.1,no
CL00995,46,108,5,3,2402,1136,no,si,91.9,no
CL00996,42,503,4,2,4894,2675,si,si,92.7,no
CL00997,30,109,8,2,4182,1540,no,no,87.5,no
CL00998,40,240,6,7,545,318,si,no,94.3,no
CL00999,60,208,11,5,4390,2351,no,no,82.5,no
CL01000,49,157,8,3,410,155,no,si,97.2,no
CL01001,67,635,5,5,3691,1734,si,no,94,si
CL01002,65,222,9,6,676,386,no,no,93.1,no
CL01003,33,1018,6,3,727,149,si,no,98.5,no
CL01004,31,812,7,2,1879,465,no,si,94.7,no
CL01005,49,116,8,4,1869,408,si,no,96.2,no
CL01006,58,225,4,2,1184,641,si,no,97.6,no
CL01007,67,72,9,4,1576,321,si,si,92,no
CL01008,23,117,4,3,1369,753,si,no,94.5,no
CL01009,52,250,8,4,4060,968,si,si,95.3,no
CL01010,48,71,8,4,5823,3243,si,no,91.7,si
CL01011,64,327,4,5,2184,864,no,no,96.7,no
CL01012,45,268,6,3,1876,839,no,si,96.6,no
CL01013,38,246,3,5,642,287,no,no,91.7,no
CL01014,28,316,5,4,972,398,no,no,92.4,no
CL01015,43,275,4,3,1157,693,si,si,94.8,no
CL01016,53,415,6,2,4422,1477,no,si,96.2,no
CL01017,50,132,11,3,4274,1444,si,si,92.8,si
CL01018,62,572,4,4,2078,780,no,no,99.2,no
CL01019,36,458,12,4,215,122,no,si,87.6,no
CL01020,35,337,7,3,754,219,no,no,92.6,no
CL01021,25,460,7,3,5999,3050,si,no,95.7,no
CL01022,28,517,9,4,2342,NA,no,no,92.1,no
CL01023,68,108,5,2,943,252,no,no,94,no
CL01024,47,61,6,3,4154,875,no,si,96.9,no
CL01025,45,390,5,1,421,135,si,si,89.9,no
CL01026,28,53,10,2,1929,519,si,si,94,no
CL01027,19,406,5,5,4218,1474,si,no,93.7,no
CL01028,59,361,9,6,5007,2768,si,no,89.3,no
CL01029,39,122,6,3,6246,2705,no,no,91.9,no
CL01030,44,150,4,5,1620,579,no,no,96.3,no
CL01031,69,116,6,3,799,351,no,si,93.5,no
CL01032,65,425,10,5,4628,2564,si,no,86.3,no
CL01033,67,152,5,2,841,454,no,si,84.2,no
CL01034,32,90,5,5,2000,804,si,si,96.3,no
CL01035,55,15,10,7,596,220,si,no,89.5,no
CL01036,51,128,2,1,357,213,si,si,89,no
CL01037,41,67,8,6,5321,2342,no,si,92.4,si
CL01038,29,76,4,4,2021,1142,no,si,99.7,no
CL01039,64,213,8,5,444,97,si,no,94.4,si
CL01040,46,14,9,6,1290,641,no,si,91,no
CL01041,46,43,7,2,1724,736,si,no,86.5,no
CL01042,26,266,9,7,2555,812,no,si,92.3,si
CL01043,59,607,9,2,2963,1292,si,no,91.2,no
CL01044,45,366,3,3,906,418,si,no,89.9,no
CL01045,39,200,6,8,579,118,si,no,94.3,no
CL01046,28,218,7,7,1129,606,si,si,96.3,no
CL01047,58,132,3,1,798,336,si,no,93.4,no
CL01048,58,218,1,8,231,99,si,no,93.3,no
CL01049,55,57,9,4,1679,690,si,no,97.1,no
CL01050,63,337,9,4,87,44,no,si,91.5,no
CL01051,21,194,7,2,1716,NA,si,no,99.5,no
CL01052,56,214,1,4,3326,1469,si,no,89.3,no
CL01053,48,97,3,4,1091,424,si,no,91.6,no
CL01054,67,217,8,6,1846,1014,no,si,97.3,no
CL01055,31,483,6,6,2730,NA,si,no,93.6,no
CL01056,39,80,5,5,4377,1718,no,no,92.7,no
CL01057,33,533,6,4,2252,965,no,no,84.1,no
CL01058,21,99,7,7,2954,1341,si,no,90.7,no
CL01059,30,423,5,2,2126,1179,no,no,99,no
CL01060,62,64,9,4,667,294,no,no,89,no
CL01061,20,79,5,4,422,152,si,si,95.5,no
CL01062,52,305,8,3,321,148,no,no,95.2,no
CL01063,66,118,7,8,6469,1653,no,no,93.3,no
CL01064,65,216,11,4,2901,1018,si,no,95,no
CL01065,50,300,5,3,2234,854,si,no,93,no
CL01066,23,115,4,3,927,522,no,no,96.2,no
CL01067,70,289,9,5,824,182,no,no,89.6,no
CL01068,27,105,6,2,1448,384,si,no,90.3,no
CL01069,22,141,9,6,1256,374,si,si,93.1,no
CL01070,55,67,9,1,4017,1740,si,si,93.3,no
CL01071,32,210,5,3,2846,1594,no,no,87.2,no
CL01072,48,77,6,5,1029,510,no,no,91.7,no
CL01073,26,913,9,8,4819,2102,si,no,91.9,si
CL01074,21,382,3,6,2232,524,no,si,91.5,no
CL01075,48,241,8,7,7161,1870,no,no,91.4,no
CL01076,58,185,4,5,1654,698,si,si,85.7,no
CL01077,69,321,5,3,1946,642,no,no,91.3,no
CL01078,68,214,3,1,2164,467,si,no,94.9,no
CL01079,19,250,7,3,1385,815,si,no,93.2,no
CL01080,58,24,8,2,2196,657,si,no,92.6,no
CL01081,32,167,8,5,2057,1056,si,si,93.3,no
CL01082,30,83,3,2,774,263,no,no,98.6,no
CL01083,45,48,6,2,1318,411,si,no,94.6,no
CL01084,22,103,7,8,919,512,si,si,88.5,no
CL01085,20,720,2,3,1722,466,si,si,88.4,no
CL01086,23,67,8,5,10761,3565,si,no,102.3,no
CL01087,46,149,8,7,16082,NA,si,si,90.5,no
CL01088,32,485,5,5,418,114,si,si,98.3,si
CL01089,59,182,4,3,1035,464,no,si,92.6,no
CL01090,67,239,2,4,1416,799,si,si,91.7,no
CL01091,19,94,4,2,381,181,no,si,89.2,no
CL01092,54,330,8,3,1436,303,si,no,91.9,no
CL01093,47,130,2,1,1674,711,no,si,92.2,no
CL01094,29,403,7,2,883,523,no,si,96.1,no
CL01095,24,145,9,4,438,167,si,si,84.9,no
CL01096,49,174,7,4,3421,1473,si,no,97.2,no
CL01097,65,10,3,3,15327,NA,si,si,84.5,si
CL01098,45,419,3,1,2644,1523,no,no,93,no
CL01099,41,341,2,2,3131,876,no,no,97.9,no
CL01100,45,54,6,2,16784,3442,no,si,86.7,no
CL01101,28,563,2,3,1563,843,no,no,93.9,no
CL01102,50,93,5,5,5093,1131,no,no,90.8,no
CL01103,35,65,8,4,847,172,si,no,99,no
CL01104,24,164,4,2,5471,NA,no,no,96.9,no
CL01105,54,119,6,4,2490,634,no,si,88.9,no
CL01106,70,328,5,4,471,NA,no,si,93.3,no
CL01107,49,56,5,5,959,343,si,no,90.1,no
CL01108,24,219,1,3,2042,1218,no,si,91.5,no
CL01109,33,785,7,2,5927,3409,si,no,96.8,si
CL01110,61,655,5,3,4678,2045,si,no,92.1,no
CL01111,48,53,3,6,320,78,no,no,94.2,no
CL01112,34,526,3,6,402,122,no,no,93.3,no
CL01113,21,136,6,1,975,276,no,si,95.2,no
CL01114,62,156,11,4,1251,747,no,no,87.4,no
CL01115,37,129,7,4,464,118,si,no,94.2,no
CL01116,65,229,9,2,571,189,si,no,100.6,no
CL01117,44,120,6,3,1333,310,no,si,89.1,no
CL01118,56,104,3,5,875,231,no,si,89.8,no
CL01119,33,183,7,2,1521,631,si,no,94,no
CL01120,64,130,6,11,815,422,si,si,92.5,no
CL01121,48,424,5,5,12296,4281,no,no,90,no
CL01122,61,150,7,3,6720,1660,si,no,86.9,no
CL01123,48,328,7,5,2146,509,si,si,76.8,no
CL01124,66,474,6,1,2834,745,si,si,90.7,no
CL01125,47,93,6,5,6770,1827,no,no,85.9,si
CL01126,40,61,6,4,603,212,si,si,89,no
CL01127,33,163,4,5,2284,1258,no,no,91.2,no
CL01128,41,114,6,3,326,150,no,no,96.9,no
CL01129,33,105,9,7,1034,217,no,si,90.2,no
CL01130,48,434,10,6,1984,1177,no,si,94,no
CL01131,37,57,8,5,3114,1605,si,no,92,no
CL01132,50,171,8,4,1199,714,si,si,86.8,no
CL01133,28,37,1,4,669,311,no,si,87.6,no
CL01134,32,550,7,4,2743,1617,no,no,89.7,no
CL01135,30,500,8,3,825,214,si,no,90.9,no
CL01136,55,277,11,3,1418,529,si,no,99.7,no
CL01137,43,130,9,6,1186,258,no,no,93.1,no
CL01138,52,121,6,2,856,372,si,si,99.6,no
CL01139,27,105,5,4,355,198,no,si,97.2,no
CL01140,70,478,3,4,1022,426,si,no,89.5,no
CL01141,28,265,7,5,265,96,no,no,91.3,si
CL01142,27,434,4,2,1006,520,si,si,88.9,no
CL01143,60,6,9,4,1225,553,si,no,92.5,no
CL01144,55,161,5,6,1780,777,si,no,96.2,no
CL01145,39,423,6,2,2350,556,si,no,92.9,no
CL01146,67,540,9,2,1943,NA,si,si,90.6,no
CL01147,49,325,4,3,1357,644,no,no,98.4,si
CL01148,69,132,12,1,3025,1596,si,no,92.3,no
CL01149,35,300,5,3,564,177,si,si,91.6,no
CL01150,57,148,3,4,1554,661,no,si,84.7,no
CL01151,42,93,5,3,488,245,no,no,89.7,no
CL01152,47,92,8,4,798,397,si,si,93.4,no
CL01153,34,356,7,4,10252,4155,si,no,89.8,si
CL01154,62,397,5,4,6085,2650,no,no,98.9,no
CL01155,62,523,5,4,868,517,no,no,92.4,no
CL01156,64,156,8,6,1920,1148,si,si,92.4,si
CL01157,52,17,5,4,2221,534,no,no,98.4,no
CL01158,21,276,8,5,218,65,si,no,96.4,no
CL01159,52,202,5,5,2532,1206,si,no,95.6,no
CL01160,63,424,5,6,1411,819,no,si,90.4,no
CL01161,53,211,13,4,5831,1888,si,si,94.3,no
CL01162,50,241,5,2,959,541,si,si,98.6,no
CL01163,39,488,9,5,4479,2643,si,si,93.7,no
CL01164,46,101,4,2,1700,713,si,no,94,no
CL01165,42,224,1,5,3435,1198,no,si,92.1,no
CL01166,63,27,5,5,1026,363,no,no,92.9,no
CL01167,56,204,7,4,978,418,no,no,94.9,no
CL01168,36,110,8,3,6050,2319,no,si,95.8,no
CL01169,69,613,5,4,1904,502,si,no,91.2,no
CL01170,27,58,3,6,2584,1105,no,no,90.7,no
CL01171,27,192,2,8,2297,643,si,no,90.1,no
CL01172,26,402,3,4,147,80,no,si,97.9,no
CL01173,27,256,7,2,611,308,no,no,95.8,no
CL01174,22,119,8,5,455,220,si,si,91.6,no
CL01175,67,356,5,6,623,309,no,si,87.3,no
CL01176,45,156,10,4,848,278,no,si,84.4,no
CL01177,65,238,5,3,496,245,no,si,92.6,no
CL01178,35,336,7,2,2350,554,si,si,94.5,no
CL01179,59,20,4,7,2496,1108,no,no,96.7,no
CL01180,24,262,8,8,3960,1390,no,no,94.2,no
CL01181,31,216,5,4,6819,2616,si,no,95,no
CL01182,65,54,7,5,2642,928,si,no,86.8,no
CL01183,42,323,6,6,1916,737,si,no,88,no
CL01184,41,42,5,3,1355,693,no,no,97.2,no
CL01185,57,403,8,4,13159,6170,si,no,91,no
CL01186,45,111,3,3,1423,416,si,si,94.1,no
CL01187,69,89,3,4,7784,2765,si,si,88,si
CL01188,46,42,6,7,4667,1551,si,no,91.5,no
CL01189,19,95,4,6,2227,1071,no,no,99.4,no
CL01190,46,804,2,3,909,326,si,no,88.5,no
CL01191,62,353,7,4,3933,1142,no,si,92,no
CL01192,23,163,10,4,4873,1551,no,no,88.6,no
CL01193,62,124,7,1,1172,574,no,no,94.9,no
CL01194,55,79,6,4,5511,2230,si,no,91.5,no
CL01195,31,205,3,4,4253,875,si,si,90.1,no
CL01196,49,249,9,1,255,101,si,si,102.8,no
CL01197,43,126,8,3,1058,410,si,si,91.5,no
CL01198,51,31,1,1,2163,752,si,si,86.6,no
CL01199,67,69,11,6,2017,533,si,no,96.4,no
CL01200,59,616,6,2,9276,4290,si,si,95.8,si
CL01201,46,316,2,1,3241,1147,si,no,95.5,no
CL01202,41,95,9,4,1534,518,si,no,92.2,no
CL01203,56,112,4,3,21764,6736,si,no,91.1,no
CL01204,21,84,4,7,4682,NA,si,no,91.8,no
CL01205,45,390,4,6,3950,1495,no,no,96,no
CL01206,20,49,8,4,365,201,si,si,93.8,no
CL01207,29,95,3,4,5201,2330,si,no,91.8,no
CL01208,55,68,5,1,4219,991,si,no,88.8,no
CL01209,23,195,7,5,2621,1240,si,no,97.2,no
CL01210,65,74,10,5,1183,256,si,si,96,si
CL01211,23,148,9,3,794,386,si,no,91.5,no
CL01212,29,402,6,4,1134,654,si,no,92.3,no
CL01213,69,136,9,3,2902,1032,no,no,98.4,no
CL01214,34,138,7,2,199,114,no,si,86,no
CL01215,20,374,8,5,449,217,no,no,88.7,no
CL01216,32,130,4,3,844,226,si,si,95.8,no
CL01217,53,538,4,4,772,373,no,si,94.5,no
CL01218,40,275,5,7,1215,565,no,si,92.7,no
CL01219,67,314,6,2,1234,366,no,no,95.2,no
CL01220,63,183,4,4,2360,1176,no,no,95.6,no
CL01221,67,339,9,5,2817,NA,no,si,88.5,no
CL01222,28,42,3,5,964,408,si,si,91,no
CL01223,25,417,3,4,423,178,si,no,91.5,no
CL01224,36,214,8,5,774,249,si,no,99,no
CL01225,43,79,6,2,2374,680,no,no,85.9,no
CL01226,65,97,6,3,315,168,si,si,78,no
CL01227,24,78,1,3,2804,1525,si,si,92.2,si
CL01228,53,27,6,3,1952,856,no,no,88.4,no
CL01229,38,23,3,6,1598,468,si,no,96.6,no
CL01230,51,147,6,2,5178,1680,no,no,95.2,no
CL01231,30,111,4,6,1231,349,si,no,89.5,no
CL01232,52,365,7,4,1773,982,no,no,91.7,si
CL01233,39,71,3,2,270,96,si,no,92.3,no
CL01234,53,375,4,5,2851,NA,no,no,90.8,no
CL01235,43,130,2,7,1486,542,si,no,91.8,si
CL01236,21,260,10,5,606,198,no,si,87.6,no
CL01237,35,356,9,7,4607,1984,no,no,91.1,no
CL01238,19,277,4,3,984,218,no,no,96.4,no
CL01239,35,191,9,4,962,570,no,no,88.6,no
CL01240,38,81,3,3,3473,817,no,si,94.8,no
CL01241,52,106,7,6,293,112,no,no,99.8,no
CL01242,47,34,7,4,1693,670,si,no,94.7,no
CL01243,58,438,1,4,815,NA,si,si,83.5,no
CL01244,43,173,11,8,1413,371,si,si,99.5,no
CL01245,44,154,11,5,2122,561,si,no,94.9,no
CL01246,66,225,7,4,807,346,si,si,96.1,no
CL01247,35,173,7,4,1914,822,no,si,88.1,no
CL01248,67,445,11,4,6336,3328,no,no,91.8,no
CL01249,51,309,10,2,2111,681,si,no,90.5,no
CL01250,57,243,7,4,2696,871,si,no,86.8,no
CL01251,41,186,5,4,1775,741,no,no,95.2,no
CL01252,55,405,5,4,2360,1247,no,no,90.5,no
CL01253,66,242,6,6,2041,1085,no,no,91.5,no
CL01254,53,364,5,2,1611,417,si,si,101.9,no
CL01255,23,463,2,2,998,595,no,si,89.9,no
CL01256,31,152,4,1,1561,530,no,si,95.7,no
CL01257,65,500,4,2,2960,1498,no,no,91.1,no
CL01258,65,366,7,1,1167,355,si,no,93.6,no
CL01259,50,194,4,4,680,215,si,no,94.6,no
CL01260,36,181,6,2,641,229,no,no,90.5,no
CL01261,51,83,3,6,348,123,no,no,93.1,no
CL01262,25,106,3,4,4131,1711,si,no,93.8,no
CL01263,64,155,3,3,3838,1573,si,no,88.2,no
CL01264,64,181,4,3,1270,265,no,no,88.7,no
CL01265,63,222,6,5,2417,545,no,si,93.6,no
CL01266,47,113,6,6,25915,6843,si,si,88.7,no
CL01267,53,185,13,5,3823,782,si,no,89.8,no
CL01268,50,187,8,5,1563,743,si,no,89.1,no
CL01269,58,63,4,4,1488,573,si,no,86,no
CL01270,55,409,5,5,1916,527,si,si,94.3,no
CL01271,67,322,6,4,576,279,si,si,98.1,no
CL01272,39,94,2,2,2832,1481,si,si,77.6,no
CL01273,59,232,7,4,991,NA,no,si,88.9,no
CL01274,41,95,6,4,6037,1803,no,no,92.6,no
CL01275,31,71,9,3,1056,436,no,si,97,no
CL01276,52,211,5,8,829,485,no,no,89.5,si
CL01277,36,214,10,3,5296,2281,si,no,93.5,no
CL01278,52,272,5,2,4093,1675,no,no,89.2,no
CL01279,55,26,8,4,200,84,si,si,92.1,no
CL01280,44,473,9,5,6565,2190,no,si,91.5,no
CL01281,57,155,9,5,248,129,si,si,88.6,no
CL01282,66,268,3,3,683,362,no,si,96.2,no
CL01283,21,167,6,6,1811,425,no,si,95.1,no
CL01284,23,129,7,4,2955,1422,no,si,91.9,no
CL01285,54,645,7,4,4551,1637,si,si,94.7,no
CL01286,24,159,8,4,18255,9403,si,no,94.8,si
CL01287,51,128,11,2,2576,1391,no,no,93.5,no
CL01288,55,22,3,7,2244,567,si,no,95.7,no
CL01289,61,115,2,5,857,426,no,si,90.8,no
CL01290,35,114,10,4,2560,1017,si,si,95.8,no
CL01291,26,103,5,6,1854,553,si,no,93.3,no
CL01292,28,123,8,3,4607,1924,si,no,96.9,no
CL01293,65,120,4,3,913,478,no,no,89.2,no
CL01294,47,412,5,6,460,171,si,no,80.8,si
CL01295,21,163,6,3,1517,893,si,no,86,no
CL01296,65,97,8,7,1691,735,no,no,92.3,no
CL01297,39,217,9,7,1269,406,si,no,96.8,no
CL01298,52,743,11,1,1436,521,si,si,100.8,no
CL01299,42,45,8,4,1079,363,no,si,91.6,no
CL01300,52,255,7,5,3245,1157,no,si,96.5,no
CL01301,68,180,4,5,788,368,si,no,93,no
CL01302,33,388,3,6,3493,1557,no,si,88.2,no
CL01303,33,193,9,3,1860,451,si,no,96.3,no
CL01304,50,86,6,8,10606,4630,no,no,94.2,no
CL01305,38,478,5,4,1410,748,no,no,95.7,no
CL01306,32,176,5,4,995,282,si,no,86.9,no
CL01307,58,18,9,3,1438,489,si,si,97.1,no
CL01308,45,284,3,4,1795,884,si,no,91.2,no
CL01309,57,775,6,4,1716,905,si,no,92.4,no
CL01310,51,120,3,2,731,349,si,no,88.2,no
CL01311,56,416,7,3,4654,NA,no,no,89.6,no
CL01312,44,198,5,6,645,164,no,no,96.2,no
CL01313,37,380,3,4,228,80,si,no,95.2,no
CL01314,33,153,5,4,1424,487,no,no,97.4,no
CL01315,50,173,6,4,407,196,si,no,90.9,no
CL01316,42,49,3,7,3306,1537,si,si,89,no
CL01317,59,40,3,5,3563,999,no,no,94.3,no
CL01318,21,82,3,7,1387,818,si,si,89.7,no
CL01319,26,113,9,3,506,198,no,no,89.4,no
CL01320,20,507,5,4,4368,1080,si,no,92.2,no
CL01321,35,262,7,3,2682,1524,si,no,82.7,no
CL01322,65,350,6,4,2037,592,si,no,90.8,no
CL01323,48,174,2,7,1058,323,si,si,90.2,no
CL01324,50,280,4,2,1408,NA,no,no,96.7,no
CL01325,64,407,6,3,2430,1205,no,si,94.8,no
CL01326,69,39,3,3,671,165,no,no,94.5,no
CL01327,31,196,4,4,2971,1329,no,si,87.4,no
CL01328,34,33,11,1,883,259,si,si,99.3,no
CL01329,51,109,4,4,508,282,si,no,87.6,no
CL01330,67,388,3,8,1070,477,si,no,92.5,no
CL01331,69,355,6,1,1498,642,no,no,93.7,no
CL01332,65,39,3,3,1509,891,no,no,91.6,no
CL01333,46,121,6,4,12710,4462,no,si,98,no
CL01334,62,528,7,3,3453,1394,si,no,89.1,no
CL01335,39,211,3,4,2741,674,no,no,88.4,no
CL01336,27,59,7,5,3475,1860,no,no,88.9,no
CL01337,57,169,4,5,4159,2031,no,si,95.6,no
CL01338,66,183,3,1,677,348,si,no,94,no
CL01339,20,263,6,1,1058,237,si,si,87.9,no
CL01340,53,506,9,3,3437,1756,si,si,90.4,no
CL01341,56,319,4,3,927,298,si,si,87.7,no
CL01342,53,76,8,5,1376,427,no,no,92.5,no
CL01343,64,130,4,3,3791,2158,no,no,89,no
CL01344,39,243,7,3,15294,6193,no,no,88.2,no
CL01345,29,149,4,3,910,218,si,si,91.3,no
CL01346,69,192,6,4,4919,2230,si,no,86.5,no
CL01347,39,83,7,3,367,120,si,no,89.8,no
CL01348,23,76,4,9,754,369,si,no,95.9,no
CL01349,61,34,14,7,3180,1596,si,no,92.2,si
CL01350,22,193,7,6,3177,1340,si,no,90.7,si
CL01351,42,191,7,4,3322,1320,no,no,91.8,no
CL01352,46,445,5,4,773,371,si,no,93,no
CL01353,67,107,3,3,2036,1074,no,si,89.4,no
CL01354,20,23,3,6,1527,754,si,si,89.5,no
CL01355,65,48,5,4,3356,NA,no,si,89.6,no
CL01356,53,40,7,6,154,NA,si,si,95.9,no
CL01357,23,9,2,3,3375,1728,si,no,92.6,no
CL01358,21,153,3,7,930,317,no,si,90.7,no
CL01359,39,133,4,4,1876,878,no,no,86.2,no
CL01360,49,109,6,3,2433,935,si,si,94.9,no
CL01361,41,242,8,4,2671,1597,si,si,91.8,no
CL01362,62,446,8,5,2132,440,no,no,90.8,no
CL01363,32,401,8,3,7960,1739,si,si,92.2,no
CL01364,52,216,10,4,917,357,si,si,90.9,no
CL01365,43,120,5,5,1423,467,si,no,91.2,no
CL01366,51,55,7,6,4691,1842,si,no,85.2,no
CL01367,37,344,8,4,6933,2738,no,no,91.4,no
CL01368,38,1048,6,3,558,293,no,no,89,no
CL01369,21,233,7,6,203,104,si,si,88.4,no
CL01370,27,380,2,5,1055,392,no,no,96.1,no
CL01371,42,181,5,4,785,166,si,no,90.7,no
CL01372,28,139,5,3,734,324,no,si,90.3,no
CL01373,32,256,3,2,718,389,no,no,93.3,no
CL01374,37,215,6,3,11506,2631,si,no,100,no
CL01375,54,176,6,4,16131,7299,no,no,91,si
CL01376,58,170,6,5,527,244,si,si,88.7,no
CL01377,40,150,9,3,1488,817,si,no,89.8,no
CL01378,65,25,6,5,204,111,si,no,95.3,no
CL01379,64,759,5,3,460,104,no,no,91.7,no
CL01380,64,414,7,3,704,268,si,no,98.1,no
CL01381,36,292,10,6,4330,2297,no,no,94,no
CL01382,57,91,6,2,456,272,si,si,91.6,no
CL01383,68,308,13,5,3270,1199,no,no,91.8,no
CL01384,29,13,12,2,289,145,no,no,89.2,no
CL01385,43,118,2,3,12333,4640,si,no,91.7,si
CL01386,28,308,6,3,1207,396,si,no,92.1,no
CL01387,49,215,12,3,3387,NA,no,si,91.7,no
CL01388,32,169,4,4,559,225,no,no,99.2,no
CL01389,24,307,2,2,1882,729,si,no,89.3,no
CL01390,18,271,6,5,1550,517,si,si,91.1,no
CL01391,60,61,6,6,1310,363,si,no,88.1,no
CL01392,39,77,7,1,965,307,no,si,88.1,no
CL01393,64,189,4,5,409,146,si,no,89.6,no
CL01394,61,505,8,3,5785,2890,si,no,90.4,no
CL01395,30,237,7,4,2108,1063,si,si,92.3,no
CL01396,48,168,5,2,412,NA,si,no,88.7,no
CL01397,54,344,4,4,1568,335,no,si,94.4,no
CL01398,28,117,8,8,556,133,si,si,89,no
CL01399,40,83,3,3,1409,763,si,no,99.6,no
CL01400,51,295,9,5,3178,NA,si,si,97.5,no
CL01401,54,148,6,3,1056,402,no,no,92.4,no
CL01402,51,113,6,3,955,495,si,no,93.7,no
CL01403,36,133,6,6,845,397,no,si,93.6,no
CL01404,43,76,7,7,737,321,no,si,93.6,no
CL01405,66,719,8,1,1103,536,no,si,93.5,no
CL01406,31,175,3,3,840,328,no,si,98.6,no
CL01407,42,137,6,6,1786,594,si,no,92.3,no
CL01408,20,397,5,3,6032,1970,no,si,97.3,no
CL01409,65,209,6,6,5724,2992,si,no,93,no
CL01410,46,395,5,4,691,144,no,no,89.3,no
CL01411,69,212,2,5,1787,380,no,no,94.9,no
CL01412,57,213,9,1,5703,2427,si,si,86,no
CL01413,39,133,7,2,2014,711,si,si,92.7,no
CL01414,46,192,6,5,19564,9185,si,no,98.3,si
CL01415,43,1000,4,3,353,169,si,no,89.2,no
CL01416,38,182,10,5,1037,538,no,no,95.3,no
CL01417,58,23,3,3,6476,3691,no,no,90,no
CL01418,67,541,5,5,127,37,no,si,92.1,no
CL01419,36,296,2,4,1328,409,no,si,86,no
CL01420,18,67,5,6,1631,732,si,no,90.9,no
CL01421,48,480,8,2,655,386,si,si,95.3,no
CL01422,62,317,7,9,588,327,no,no,91.1,si
CL01423,18,85,2,4,1662,595,si,no,88.4,no
CL01424,59,77,7,3,5591,NA,no,no,90.6,no
CL01425,61,173,3,2,4448,1822,no,si,90.1,no
CL01426,43,482,9,5,488,NA,si,no,96.5,no
CL01427,18,184,5,5,2425,1374,no,si,96.9,no
CL01428,60,101,6,5,3780,2232,si,no,95.2,no
CL01429,44,214,3,3,1198,425,si,no,92.8,no
CL01430,35,531,7,4,2209,914,no,no,95.8,no
CL01431,68,233,5,5,2784,1277,no,si,91.1,no
CL01432,66,115,4,4,947,541,si,si,91.8,no
CL01433,39,66,2,3,4000,1077,no,no,88.2,no
CL01434,46,43,1,3,5385,3049,si,no,85.9,no
CL01435,53,775,10,2,365,183,no,no,89.1,no
CL01436,59,104,5,7,3892,853,no,no,87.7,no
CL01437,33,236,8,3,5586,2486,si,no,93.8,no
CL01438,27,566,4,5,1740,961,si,no,99.7,si
CL01439,41,477,5,2,780,400,si,no,87.5,no
CL01440,63,72,6,3,4218,2205,no,no,92.1,no
CL01441,67,109,5,5,2254,858,no,no,96.1,no
CL01442,63,370,4,6,2331,535,si,si,85.7,no
CL01443,42,379,7,5,1516,722,si,si,94.9,no
CL01444,49,332,5,5,729,NA,si,si,91.1,no
CL01445,22,37,4,4,2266,845,no,si,89,no
CL01446,45,166,9,3,1542,541,si,no,92.3,no
CL01447,48,153,5,2,274,113,no,no,88.3,no
CL01448,69,340,6,3,2006,576,no,no,92.1,no
CL01449,63,192,8,2,6271,3428,si,no,85.5,no
CL01450,60,45,7,4,3873,2034,no,no,86.7,no
CL01451,39,105,6,6,1192,553,no,no,91.7,no
CL01452,57,512,6,2,3613,819,no,no,94.1,no
CL01453,65,456,1,3,4624,2482,si,si,89,si
CL01454,29,141,8,2,3030,1348,no,si,92,no
CL01455,32,155,8,3,4910,1865,si,no,94.4,si
CL01456,39,52,11,4,1364,633,no,no,92.2,no
CL01457,51,49,8,2,360,176,no,si,99.1,no
CL01458,28,254,4,3,327,186,si,si,90.4,no
CL01459,20,400,6,1,2581,1116,si,si,92.2,no
CL01460,41,323,5,7,2089,811,no,no,92.6,no
CL01461,37,79,5,3,4687,2256,si,no,94.4,no
CL01462,20,41,7,2,773,170,no,no,97.3,no
CL01463,64,182,6,3,1476,335,no,si,93.5,no
CL01464,26,568,8,5,3040,1782,no,no,99.3,no
CL01465,49,128,8,4,5015,1659,no,si,92.3,no
CL01466,51,249,2,3,1180,355,si,no,88,no
CL01467,68,289,1,1,198,NA,si,si,89.8,no
CL01468,52,316,4,5,8815,NA,no,si,93.2,no
CL01469,27,51,9,5,309,NA,no,no,88.2,no
CL01470,64,79,8,4,6137,1491,si,si,86.8,no
CL01471,64,203,9,3,292,86,si,no,89.8,no
CL01472,56,102,8,2,33847,18724,si,no,97.3,si
CL01473,45,197,10,4,3557,2107,si,no,97.5,no
CL01474,49,454,12,6,1914,512,si,no,86,no
CL01475,25,372,5,2,2128,1126,no,no,86.6,no
CL01476,23,44,9,7,6401,3209,si,no,94.9,no
CL01477,60,164,8,2,264,103,no,si,89.8,no
CL01478,23,370,6,5,1814,415,si,si,97.3,no
CL01479,28,133,16,4,4285,NA,si,si,88.8,no
CL01480,24,121,6,8,3827,1877,si,no,92.6,si
CL01481,26,349,1,1,1007,NA,si,si,91.6,no
CL01482,43,315,4,3,1200,579,no,no,94.6,no
CL01483,27,315,3,4,774,287,si,si,91.7,no
CL01484,41,837,8,3,1493,349,si,no,91.4,no
CL01485,28,38,2,3,3001,940,no,no,89.5,no
CL01486,68,96,7,2,2187,793,si,no,91.6,no
CL01487,58,38,5,2,848,507,no,no,90.3,no
CL01488,41,215,4,2,2011,760,si,no,94.3,no
CL01489,53,363,1,3,547,238,si,si,87.7,no
