id_poliza,valor_auto_miles,valor_factura_miles,antiguedad_auto,km_anuales_miles,tipo_vehiculo,edad_conductor,anios_licencia,es_conductor_joven,siniestros_previos,multas_ultimo_anio,uso_principal,ciudad,tiene_garage,tipo_cobertura,forma_pago,prima_anual_mxn
556,136.3,136.7,1,8.8,hatchback,53,28,no,0,1,personal,Otra,no,rc,anual,2677
557,189.4,184.7,2,21.7,pickup,45,17,no,1,1,personal,Monterrey,si,amplia,anual,10459
558,983.7,1009.4,3,21.2,sedan,75,46,no,2,0,personal,CDMX,no,limitada,anual,17555
559,544.3,559.5,7,18.1,suv,32,10,no,0,0,personal,Monterrey,si,limitada,anual,11331
560,314.6,300.7,6,15.2,pickup,35,10,no,3,0,mixto,CDMX,no,amplia,anual,13949
561,285.8,287.2,5,18.6,sedan,39,16,no,2,1,personal,Guadalajara,si,limitada,anual,9850
562,353.1,374.8,3,7.1,sedan,41,21,no,0,0,personal,CDMX,no,amplia,anual,9476
563,593.8,617.8,3,17.8,suv,41,17,no,1,0,mixto,Guadalajara,si,amplia,anual,13151
564,628.7,628.2,15,29.2,hatchback,35,16,no,1,2,personal,Otra,no,amplia,anual,12328
565,441,452,1,11.3,compacto,52,25,no,5,2,mixto,Otra,si,rc,anual,14507
566,134.9,143.9,16,6.4,compacto,52,25,no,0,0,personal,NA,no,limitada,anual,3280
567,571.5,600.5,0,11.7,suv,54,25,no,0,2,personal,CDMX,no,amplia,anual,13399
568,194.2,201.9,8,NA,sedan,25,7,si,1,1,mixto,Monterrey,no,amplia,anual,11608
569,278.3,302.6,5,17,hatchback,35,7,no,0,0,mixto,Otra,si,amplia,anual,10348
570,391.6,401.7,14,10.6,pickup,46,22,no,0,0,mixto,Monterrey,no,amplia,anual,9648
571,472.8,479.8,13,9.4,suv,34,14,no,0,1,personal,Monterrey,no,limitada,anual,9932
572,166,162.1,9,12.4,sedan,43,22,no,1,1,personal,Monterrey,si,limitada,anual,6476
573,646.4,649.9,9,23.9,suv,37,18,no,0,0,personal,Otra,no,limitada,anual,10790
574,120,122.6,7,19.5,hatchback,60,37,no,0,1,comercial,Otra,si,limitada,anual,3751
575,726.6,745.1,3,11.1,sedan,46,21,no,2,1,personal,CDMX,NA,amplia,anual,15165
576,120,118.9,11,21.7,pickup,31,9,no,0,3,personal,CDMX,no,limitada,anual,7449
577,602.3,609.8,11,11.4,suv,49,18,no,0,2,personal,CDMX,si,limitada,anual,11818
578,182.6,197.8,5,14.1,hatchback,49,23,no,0,0,personal,Otra,si,amplia,anual,5146
579,341,351,17,20.8,hatchback,28,10,no,0,1,personal,Otra,no,amplia,anual,8172
580,120.1,125.5,2,NA,sedan,45,17,no,1,0,personal,Guadalajara,no,limitada,anual,8410
581,684.8,702,5,NA,suv,41,18,no,1,0,comercial,Monterrey,si,amplia,anual,13886
582,607.2,620.9,0,25,sedan,66,39,no,0,0,personal,Guadalajara,no,amplia,anual,10866
583,186,186.4,4,19.6,compacto,21,3,si,1,0,personal,Guadalajara,si,rc,anual,9506
584,284.9,300.6,3,15,sedan,37,14,no,0,0,personal,Guadalajara,no,limitada,anual,6167
585,232.7,239.8,8,9.5,sedan,78,51,no,0,0,personal,CDMX,no,limitada,anual,4777
586,235.5,228.4,6,13.9,hatchback,31,9,no,3,0,personal,Monterrey,si,amplia,anual,11747
587,598.7,618.5,1,14.5,sedan,27,7,no,0,0,personal,Monterrey,si,amplia,anual,12239
588,542.2,557.2,7,NA,pickup,47,22,no,3,0,personal,CDMX,no,rc,anual,15394
589,657.8,653.6,7,17.2,suv,24,6,si,0,1,personal,Otra,NA,amplia,anual,15541
590,311.4,316.1,4,22.1,sedan,63,38,no,3,1,personal,CDMX,no,amplia,anual,13884
591,681.5,701,7,21.9,compacto,34,13,no,0,1,personal,Guadalajara,no,limitada,anual,11611
592,152.5,146.6,11,8.3,hatchback,54,28,no,0,2,personal,CDMX,si,amplia,anual,7301
593,175.9,166.7,7,14,suv,49,22,no,0,1,comercial,Guadalajara,si,rc,anual,6923
594,328.1,341.1,3,8.5,sedan,41,18,no,0,1,mixto,CDMX,si,amplia,anual,8271
595,557.9,575.8,10,18.2,suv,39,18,no,1,3,personal,CDMX,si,amplia,anual,14225
596,529.5,546.1,8,16.5,pickup,19,0,si,0,2,comercial,Otra,no,amplia,anual,17021
597,232,245.4,9,24.1,suv,25,6,si,4,1,personal,Guadalajara,NA,limitada,anual,15983
598,360.3,373.8,7,10.3,sedan,24,6,si,0,0,mixto,CDMX,si,amplia,anual,13621
599,265.4,263.2,1,6.9,sedan,39,18,no,1,1,mixto,Monterrey,no,limitada,anual,10876
600,273.1,276.9,10,11.6,suv,65,39,no,0,1,mixto,Monterrey,no,rc,anual,7225
601,141.2,146.8,1,21,hatchback,45,25,no,3,0,personal,Guadalajara,no,rc,anual,9025
602,120,111.5,5,NA,suv,56,31,no,0,0,personal,CDMX,NA,limitada,anual,6427
603,178,192.6,6,23.2,sedan,34,16,no,0,0,comercial,Otra,no,limitada,anual,7491
604,274.6,282.7,14,13.6,compacto,33,15,no,1,0,mixto,Guadalajara,no,limitada,anual,8817
605,222,217.4,1,10.8,suv,49,29,no,0,2,mixto,Guadalajara,no,amplia,anual,8449
606,254.8,257.6,6,32.1,compacto,31,13,no,1,3,mixto,Otra,si,amplia,anual,10723
607,613,621.9,14,12.8,pickup,25,7,si,2,1,personal,CDMX,si,amplia,anual,18109
608,120,118.4,7,13.5,sedan,38,14,no,0,0,personal,Monterrey,no,limitada,anual,5794
609,1473.8,1494.4,11,25.8,suv,32,9,no,0,2,personal,Otra,si,amplia,anual,22710
610,733.2,756.6,2,4.3,hatchback,23,5,si,1,0,mixto,CDMX,si,amplia,anual,19103
611,1098.2,1101.5,4,14.4,pickup,56,37,no,0,1,personal,Otra,si,amplia,anual,15820
612,862.6,876.1,6,19.1,pickup,37,17,no,0,0,comercial,CDMX,no,amplia,anual,18045
613,553.8,569.1,0,25.5,hatchback,54,28,no,1,0,personal,Guadalajara,no,amplia,anual,12333
614,697.9,710.4,8,16.8,pickup,52,25,no,0,1,personal,Otra,no,amplia,anual,12046
615,229.5,223.9,4,17.3,sedan,49,24,no,0,1,personal,NA,no,rc,anual,6830
616,386,385.4,7,7.6,hatchback,46,24,no,1,0,personal,Otra,NA,limitada,anual,6922
617,611.5,632.8,2,23.4,compacto,23,1,si,0,3,mixto,Guadalajara,no,limitada,anual,17479
618,237,241.2,16,12.3,sedan,35,15,no,0,0,personal,CDMX,no,rc,anual,5801
619,198.3,195.8,11,13.9,compacto,30,11,no,0,0,personal,Guadalajara,si,limitada,anual,4493
620,559.7,567.2,5,17,suv,41,23,no,0,0,personal,Otra,no,limitada,anual,10568
621,120,120.3,1,14.5,compacto,24,3,si,0,1,personal,CDMX,no,limitada,anual,10147
622,635.7,639,9,21.8,pickup,28,3,no,0,1,personal,CDMX,no,amplia,anual,13842
623,510.2,510.5,12,10.7,compacto,52,32,no,0,0,personal,Otra,si,amplia,anual,9661
624,291.6,292.6,11,13.9,compacto,45,24,no,0,0,personal,CDMX,si,rc,anual,5885
625,301.7,304.3,7,NA,sedan,23,5,si,3,2,personal,Guadalajara,si,amplia,semestral,13584
626,196.2,187.4,14,21,hatchback,51,31,no,0,0,personal,Otra,si,rc,anual,3564
627,208.9,218.8,6,14.7,suv,38,13,no,2,1,mixto,Otra,si,amplia,anual,11456
628,351.8,334.5,13,16.8,sedan,64,34,no,1,0,personal,Otra,no,limitada,anual,7420
629,236.8,247.8,3,11.6,hatchback,53,28,no,1,0,personal,Otra,si,limitada,anual,6384
630,268.2,272.4,9,25.8,suv,32,13,no,1,1,mixto,Otra,si,amplia,anual,11473
631,245.2,237.7,8,14.4,suv,55,22,no,3,0,comercial,Guadalajara,si,rc,anual,10733
632,639.1,659.6,3,11.1,hatchback,28,7,no,0,0,mixto,CDMX,si,amplia,anual,13424
633,120,126.7,1,13.2,suv,41,14,no,0,0,personal,Guadalajara,si,limitada,anual,5929
634,679.6,673.7,4,11,suv,33,15,no,0,1,mixto,Guadalajara,si,amplia,anual,14449
635,426.5,447.2,13,15.8,hatchback,37,19,no,0,0,personal,CDMX,si,amplia,anual,6717
636,120,140.5,6,13.1,pickup,44,21,no,0,0,personal,Otra,no,amplia,anual,6151
637,204.6,213.8,16,20.8,compacto,50,28,no,0,1,mixto,CDMX,si,amplia,anual,6879
638,369.5,378.1,4,16.7,hatchback,18,0,si,0,0,personal,CDMX,si,rc,anual,11345
639,330.7,346.2,8,8.8,sedan,53,24,no,2,1,personal,Otra,si,amplia,anual,10092
640,186.5,189.9,3,24.8,compacto,57,29,no,2,2,comercial,Otra,si,amplia,anual,11885
641,316.6,313.3,5,21.6,compacto,54,27,no,3,0,mixto,Monterrey,si,amplia,anual,11229
642,418.3,438,4,17.4,sedan,60,36,no,1,0,mixto,CDMX,si,limitada,anual,10827
643,1725.5,1754.9,8,19,hatchback,38,14,no,0,0,personal,CDMX,no,amplia,anual,25293
644,180.6,183.2,3,22.7,compacto,47,23,no,3,0,mixto,Otra,no,amplia,anual,10304
645,251.4,260.4,4,18.5,hatchback,48,24,no,5,1,comercial,CDMX,si,limitada,anual,16074
646,NA,855,11,22.9,hatchback,28,7,no,1,0,mixto,Monterrey,si,amplia,anual,14987
647,653.3,677.7,8,20.5,sedan,18,0,si,5,0,personal,Monterrey,si,amplia,anual,22746
648,NA,566.4,10,15.3,hatchback,44,20,no,0,0,personal,Monterrey,no,amplia,anual,10118
649,558.1,580.5,6,23.2,compacto,18,0,si,0,1,mixto,Guadalajara,no,amplia,anual,15810
650,128.6,122.7,4,5.3,sedan,31,13,no,0,0,mixto,CDMX,no,limitada,anual,6751
651,195.1,185,10,16.4,compacto,27,9,no,0,0,personal,CDMX,si,amplia,anual,7903
652,168.5,176.8,10,13.4,compacto,42,24,no,1,1,personal,CDMX,no,amplia,anual,9026
653,520.7,533.9,7,20.5,suv,60,32,no,0,0,personal,Guadalajara,si,amplia,anual,8959
654,120,121.1,7,17.1,pickup,60,31,no,0,0,personal,Otra,si,limitada,anual,4230
655,645.9,665.1,1,23.5,pickup,50,20,no,0,1,comercial,Guadalajara,si,amplia,anual,14535
656,653.5,674.1,6,16.7,hatchback,45,27,no,0,0,mixto,CDMX,no,rc,anual,10638
657,600.2,612.3,13,NA,suv,27,4,no,0,0,personal,Otra,si,amplia,anual,12904
658,473.9,476,8,19.5,suv,41,23,no,0,0,personal,Monterrey,si,limitada,anual,9268
659,618.1,625.2,7,24.8,hatchback,26,7,no,3,0,personal,Otra,si,rc,anual,13350
660,255,267,3,12.6,compacto,27,5,no,1,0,personal,CDMX,no,amplia,anual,10193
661,367.8,367.5,2,26.8,sedan,47,26,no,1,1,mixto,CDMX,no,limitada,anual,10439
662,272.7,283.8,2,12,hatchback,40,16,no,0,0,comercial,Guadalajara,no,amplia,anual,8824
663,638.2,655.2,0,9.4,compacto,47,18,no,1,2,personal,Monterrey,no,limitada,anual,13562
664,419,427.3,15,23.2,pickup,42,19,no,0,0,personal,Otra,si,limitada,anual,7768
665,296.3,303.3,3,18.8,sedan,36,17,no,0,1,personal,Monterrey,si,rc,anual,7265
666,NA,468.5,2,13.2,compacto,26,6,no,1,0,personal,CDMX,NA,amplia,anual,11947
667,638.7,641.6,6,24,suv,61,35,no,0,2,personal,CDMX,si,amplia,anual,13101
668,169.8,174.1,11,NA,hatchback,57,32,no,1,3,personal,Monterrey,si,amplia,anual,6925
669,120,132.7,3,11.2,sedan,38,15,no,1,0,mixto,CDMX,no,rc,anual,7798
670,NA,333,11,17.8,sedan,46,28,no,0,1,mixto,Otra,si,limitada,anual,4723
671,139.1,152.5,5,15.7,sedan,48,29,no,2,1,personal,CDMX,no,rc,anual,9285
672,806.1,831.4,3,9.6,suv,64,41,no,0,0,mixto,Guadalajara,no,limitada,anual,12247
673,214.2,200.6,17,19.7,suv,43,17,no,2,1,personal,Monterrey,si,amplia,anual,9181
674,714.5,715.2,1,17.6,sedan,43,21,no,0,0,personal,NA,no,amplia,anual,12132
675,311.6,320.6,13,17.4,sedan,55,32,no,0,1,personal,CDMX,si,amplia,anual,7059
676,138.2,153.1,1,11.7,suv,59,39,no,5,0,personal,Otra,si,amplia,anual,10792
677,268.2,278.2,13,15.7,pickup,55,31,no,0,1,mixto,Otra,no,amplia,anual,7387
678,120,128.8,10,13.7,sedan,53,32,no,1,3,personal,Guadalajara,si,rc,anual,6987
679,706.7,719.8,14,NA,suv,50,29,no,0,1,comercial,Otra,no,amplia,anual,13682
680,405.5,402.1,12,15.2,suv,37,18,no,1,1,personal,Monterrey,no,limitada,anual,11453
681,672.1,698.3,0,8,sedan,46,23,no,0,1,personal,Guadalajara,no,limitada,anual,10978
682,122.3,114.3,5,16.5,sedan,37,17,no,0,1,mixto,Monterrey,no,rc,anual,8081
683,120,127.7,3,5.9,hatchback,19,1,si,0,1,mixto,CDMX,no,limitada,anual,9889
684,822.5,837.1,2,15.7,hatchback,53,27,no,0,0,personal,CDMX,si,amplia,anual,14425
685,282.8,298.9,11,NA,compacto,35,9,no,0,0,personal,CDMX,si,amplia,anual,9181
686,771.7,786.9,15,2,compacto,29,8,no,3,0,personal,Otra,si,limitada,anual,13628
687,857.2,876.3,8,27.9,sedan,49,24,no,2,1,personal,CDMX,si,limitada,anual,17235
688,611.2,620.6,5,18.8,hatchback,37,12,no,1,2,personal,Otra,no,amplia,anual,14477
689,347.8,349.5,4,11.4,sedan,18,0,si,3,0,personal,CDMX,si,limitada,anual,14514
690,181.8,180.3,0,26.9,sedan,34,10,no,0,1,personal,Otra,si,rc,anual,5282
691,751.9,765.9,11,25.2,hatchback,18,0,si,1,3,mixto,CDMX,no,amplia,anual,20545
692,259.9,272.3,6,5.8,suv,47,18,no,1,1,mixto,Monterrey,si,amplia,anual,9977
693,1580.7,1603.4,1,15.8,suv,25,7,si,3,0,comercial,Guadalajara,si,amplia,anual,30839
694,699.8,723.8,5,10.9,sedan,49,25,no,0,1,personal,CDMX,no,amplia,anual,13000
695,807.5,838.3,8,19.4,suv,38,20,no,1,0,mixto,Monterrey,no,rc,anual,15097
696,410.4,414,2,4.2,suv,58,28,no,1,1,personal,Monterrey,si,amplia,anual,11144
697,403,390.1,11,25.4,pickup,24,5,si,0,1,personal,Otra,no,amplia,anual,13670
698,120,110.7,8,8.4,sedan,37,16,no,0,0,mixto,Monterrey,si,amplia,anual,5285
699,723.3,730.8,9,13.4,hatchback,27,9,no,3,2,personal,Otra,si,amplia,anual,17926
700,120,123.9,2,18.5,compacto,63,39,no,2,0,personal,Guadalajara,no,amplia,anual,6124
701,312.6,323,3,23.9,hatchback,18,0,si,0,2,mixto,Otra,si,amplia,anual,13167
702,174.8,195,5,13.7,sedan,53,25,no,0,1,comercial,Otra,si,amplia,anual,8146
703,308.3,303,6,14.5,compacto,50,28,no,0,2,mixto,Otra,no,rc,anual,6962
704,389.9,412.7,13,23.6,suv,35,11,no,0,2,personal,CDMX,NA,limitada,anual,12423
705,704.8,730.2,4,26.9,sedan,38,19,no,0,1,personal,CDMX,si,amplia,anual,13146
706,398.3,417.4,6,21.2,hatchback,54,31,no,0,0,mixto,CDMX,si,limitada,anual,6584
707,590.3,590.1,13,16.6,sedan,46,23,no,2,2,mixto,CDMX,no,limitada,anual,13777
708,269.6,277.5,1,16.8,sedan,43,19,no,0,0,personal,Otra,no,amplia,anual,8862
709,413.4,426.4,15,11.7,suv,41,15,no,2,2,personal,CDMX,si,amplia,anual,13621
710,331.4,331,12,NA,compacto,18,0,si,0,1,personal,Monterrey,si,amplia,anual,12289
711,558.9,569,4,24.6,hatchback,38,20,no,0,1,personal,Monterrey,no,amplia,anual,13110
712,437.2,450.3,10,16,sedan,32,13,no,3,0,mixto,CDMX,si,limitada,anual,14378
713,1085.5,1102.6,6,23.3,hatchback,40,18,no,0,0,personal,CDMX,no,limitada,anual,17265
714,286.7,293.2,2,28.1,hatchback,44,16,no,0,0,personal,Guadalajara,no,amplia,anual,8020
715,120,148.8,7,16.1,compacto,36,14,no,5,0,comercial,Otra,si,amplia,anual,13274
716,220.3,214.4,8,19.1,sedan,44,18,no,0,6,personal,CDMX,si,limitada,anual,8097
717,168,175.2,12,NA,suv,49,24,no,0,3,mixto,Monterrey,si,amplia,anual,8451
718,548.5,566.1,9,18.7,sedan,66,38,no,1,2,personal,Guadalajara,no,amplia,anual,10465
719,479.1,481.6,7,13.5,suv,57,33,no,0,0,personal,Guadalajara,si,amplia,anual,9474
720,294.9,306.9,3,10.3,hatchback,57,25,no,1,2,personal,CDMX,no,rc,anual,7833
721,228.7,238.7,1,15.5,sedan,53,32,no,0,2,personal,CDMX,no,limitada,anual,7904
722,203.3,190.7,9,9.4,sedan,43,20,no,1,1,personal,NA,NA,limitada,anual,7894
723,410.7,431.1,8,17.7,compacto,32,11,no,0,1,mixto,Monterrey,no,limitada,anual,9685
724,218.8,208.4,4,16.9,suv,40,18,no,0,1,personal,CDMX,si,amplia,anual,8090
725,202.3,207.5,3,20.4,hatchback,66,27,no,0,0,personal,CDMX,no,amplia,anual,7254
726,303.3,309.2,9,18.4,sedan,42,19,no,0,0,mixto,Otra,si,limitada,anual,5134
727,120,127.2,5,NA,hatchback,37,14,no,0,2,mixto,CDMX,si,limitada,anual,5178
728,682.8,699.1,10,2.3,pickup,42,18,no,1,0,mixto,CDMX,no,limitada,anual,13094
729,539,546.8,5,22.5,hatchback,31,13,no,1,1,personal,CDMX,si,amplia,anual,12797
730,526.2,531.1,9,21,sedan,46,23,no,0,2,personal,Monterrey,si,limitada,anual,10898
731,774.8,797.2,3,18.9,sedan,40,13,no,0,0,personal,Guadalajara,no,rc,anual,14065
732,214.4,217.8,1,9.3,sedan,35,11,no,0,1,mixto,Monterrey,no,rc,anual,8840
733,143,139.5,7,10.7,pickup,18,0,si,3,1,personal,Monterrey,no,amplia,anual,13239
734,201.9,220.7,2,11.6,sedan,45,21,no,0,0,mixto,CDMX,no,amplia,anual,8979
735,331,333.9,4,16.5,sedan,50,24,no,2,1,comercial,Otra,no,amplia,anual,12708
736,871.4,883.7,10,25,suv,33,12,no,0,0,mixto,Guadalajara,no,amplia,anual,15967
737,120,122.8,11,25.2,suv,47,21,no,0,1,personal,Otra,no,limitada,anual,5225
738,364.7,361.2,11,18.1,pickup,47,22,no,1,1,personal,Guadalajara,no,amplia,anual,9986
739,463.4,470.9,6,9.9,suv,39,19,no,0,1,personal,CDMX,si,rc,anual,9334
740,1239.9,1267.1,0,NA,suv,42,20,no,2,0,comercial,Otra,si,rc,anual,20978
741,341.1,344.1,6,14.4,pickup,32,11,no,0,0,personal,Otra,si,limitada,anual,5474
742,280.6,285.8,7,7.9,suv,42,19,no,0,0,personal,CDMX,si,limitada,anual,7112
743,120,120.1,9,10.2,compacto,26,4,no,0,0,personal,Monterrey,no,amplia,anual,6893
744,436.3,442.1,12,12.2,sedan,55,28,no,0,1,comercial,CDMX,si,amplia,anual,10086
745,504.7,521.2,7,14.1,hatchback,47,27,no,0,0,personal,CDMX,NA,limitada,anual,9081
746,278.8,297.5,1,24.1,compacto,33,12,no,0,0,personal,Otra,si,amplia,anual,8519
747,305,310.2,10,20.9,compacto,43,16,no,0,1,personal,Otra,si,amplia,anual,8181
748,120,136.5,9,14.8,compacto,50,29,no,1,0,personal,Guadalajara,no,limitada,anual,7742
749,120,119.5,14,26.5,compacto,40,21,no,1,0,personal,CDMX,no,rc,anual,6265
750,204.7,210,5,25.4,compacto,42,20,no,0,2,mixto,Monterrey,no,limitada,anual,7010
751,877.7,888.8,2,NA,sedan,20,2,si,0,1,mixto,Guadalajara,no,amplia,anual,19638
752,176.3,184.6,7,14.4,suv,30,8,no,0,1,personal,Monterrey,si,amplia,anual,6919
753,120,127.3,5,22.6,suv,45,22,no,0,0,comercial,CDMX,si,amplia,anual,10455
754,198.3,210.9,5,34.5,suv,47,22,no,1,2,personal,Guadalajara,no,amplia,anual,11833
755,918.6,933,18,2,suv,29,10,no,0,1,comercial,CDMX,no,amplia,anual,18095
756,370.6,378.9,1,12.6,sedan,42,21,no,1,1,personal,Otra,si,rc,anual,7588
757,194,198.2,6,13.2,compacto,23,4,si,1,0,personal,Otra,no,amplia,anual,11179
758,449.2,469.6,4,25.5,hatchback,49,25,no,0,0,personal,Monterrey,si,rc,anual,7446
759,642.7,657.5,9,25,sedan,23,0,si,0,1,mixto,Otra,si,amplia,anual,17076
760,155,161.5,5,16.2,suv,57,34,no,0,0,mixto,Guadalajara,no,limitada,anual,6264
761,177.4,175.9,11,12.1,hatchback,57,28,no,0,1,personal,Otra,NA,amplia,anual,4274
762,335.1,339.7,8,13.3,compacto,55,31,no,0,1,personal,Guadalajara,si,amplia,anual,5747
763,146.2,149.2,1,18.9,suv,18,0,si,0,0,comercial,Otra,si,amplia,anual,10940
764,120,127.8,15,19.1,pickup,32,10,no,1,0,personal,Otra,si,amplia,anual,6994
765,120,122.4,3,7.7,sedan,68,43,no,0,1,personal,CDMX,no,limitada,anual,3879
766,279.1,270.4,7,16.7,sedan,36,16,no,0,0,personal,Guadalajara,no,amplia,anual,8841
767,454.4,448.7,5,18.5,pickup,18,0,si,0,0,personal,Otra,si,limitada,anual,12257
768,463.7,462,2,15.1,compacto,32,14,no,0,0,personal,CDMX,si,rc,anual,8895
769,229.9,224.3,4,18.9,hatchback,33,9,no,1,1,comercial,Guadalajara,si,amplia,anual,10098
770,312.1,305.9,12,10.1,compacto,42,19,no,2,0,personal,Monterrey,si,amplia,semestral,8689
771,1006.9,1018.8,4,13.5,sedan,49,23,no,3,0,mixto,NA,si,rc,anual,18936
772,148.8,139,3,30.8,compacto,18,0,si,0,2,mixto,Guadalajara,si,amplia,anual,10791
773,228.2,236.6,15,20.7,pickup,48,19,no,0,0,mixto,Guadalajara,no,rc,anual,6772
774,235.7,240.9,5,NA,sedan,45,19,no,0,0,personal,Otra,si,rc,anual,5609
775,168.8,169.2,2,23.1,suv,39,19,no,0,0,mixto,CDMX,no,amplia,anual,11047
776,278.9,283.1,1,18.1,hatchback,38,17,no,0,0,mixto,CDMX,si,amplia,anual,10363
777,726.1,727.8,7,18.8,sedan,56,35,no,1,0,personal,Otra,no,amplia,anual,13831
778,228.9,243.7,3,28,suv,54,31,no,0,0,personal,NA,no,limitada,anual,8397
779,205.7,215.1,1,6.3,suv,36,15,no,0,1,personal,CDMX,si,amplia,anual,6782
780,120,118.6,4,20.9,pickup,47,23,no,1,1,comercial,Otra,si,limitada,anual,7153
781,120,131.7,4,8.3,sedan,38,16,no,0,0,mixto,Guadalajara,si,amplia,anual,6282
782,300.9,286.6,2,6.9,sedan,51,28,no,0,0,personal,Otra,si,amplia,anual,7563
783,845,870.4,5,5.5,sedan,51,29,no,4,0,personal,CDMX,si,amplia,anual,18830
784,242.5,246.5,7,14.2,compacto,34,12,no,2,0,personal,NA,no,amplia,anual,10391
785,189.3,191,6,12.4,hatchback,54,32,no,0,0,comercial,Otra,no,rc,anual,5872
786,323.6,318.8,3,22.1,hatchback,47,26,no,0,1,personal,Guadalajara,si,amplia,anual,8471
787,120,133.9,4,23.5,pickup,43,23,no,1,1,personal,Otra,si,limitada,anual,6234
788,232.8,239.2,4,10.5,suv,43,20,no,1,0,mixto,CDMX,no,amplia,semestral,11185
789,263.4,278.7,4,15.4,compacto,31,8,no,1,0,personal,Guadalajara,no,rc,anual,8016
790,622.4,628.6,1,2,pickup,35,15,no,1,1,personal,CDMX,si,rc,anual,13083
791,149.7,162.3,3,9.6,sedan,34,16,no,0,2,personal,CDMX,no,amplia,anual,9143
792,147.4,161.9,4,NA,compacto,64,39,no,1,0,personal,Guadalajara,si,limitada,anual,6002
793,778,791.3,3,18.3,hatchback,47,25,no,1,1,comercial,Monterrey,no,amplia,anual,15633
794,120,146,7,15.1,suv,46,22,no,1,1,personal,Monterrey,no,amplia,anual,7456
795,120,124.2,10,12.6,suv,41,18,no,2,2,personal,CDMX,NA,limitada,anual,8649
796,120,121.6,11,10.1,sedan,24,4,si,0,1,personal,Guadalajara,si,amplia,anual,7161
797,236.4,230.6,7,11.8,suv,49,26,no,1,0,mixto,Monterrey,no,limitada,anual,10106
798,597.1,611.7,7,19.9,compacto,26,8,no,0,0,personal,CDMX,no,limitada,anual,10118
799,518,518.1,1,17.9,sedan,28,10,no,0,1,personal,Otra,no,rc,anual,9381
800,328.3,337.2,18,29.1,hatchback,36,15,no,0,0,mixto,Guadalajara,no,rc,anual,7607
801,593,615.6,3,15.7,sedan,26,8,no,0,1,personal,Otra,no,amplia,anual,13070
802,550.8,552.2,16,18.8,sedan,29,11,no,4,0,personal,Guadalajara,no,limitada,anual,15007
803,1847.7,1878.1,2,11.9,sedan,56,32,no,0,4,mixto,Monterrey,si,amplia,anual,26655
804,309.2,326,16,14.4,pickup,31,11,no,2,1,personal,CDMX,no,amplia,anual,12657
805,261.1,269.2,12,19.3,hatchback,33,15,no,0,0,personal,CDMX,no,amplia,anual,9171
806,528.4,560.2,2,23.2,pickup,18,0,si,0,0,personal,Otra,si,limitada,anual,12839
807,200.1,212.8,5,27.9,pickup,42,24,no,0,0,comercial,CDMX,NA,limitada,anual,8050
808,250.2,258.9,17,14,pickup,48,20,no,0,2,personal,CDMX,si,amplia,anual,8948
809,235.7,246.1,14,9.7,sedan,43,12,no,1,2,personal,Otra,si,rc,anual,6455
810,246.1,251.7,12,13.3,hatchback,42,20,no,4,0,personal,Otra,no,limitada,anual,10164
811,575.5,582.6,6,23.2,pickup,46,22,no,0,0,personal,CDMX,no,limitada,anual,11946
812,517.4,521.4,3,20.4,hatchback,43,17,no,0,0,personal,NA,NA,limitada,anual,9147
813,562.4,576.5,8,16.2,sedan,25,0,si,0,0,mixto,Guadalajara,si,amplia,anual,15153
814,120,117.5,3,23.5,sedan,18,0,si,2,0,mixto,Guadalajara,si,rc,anual,10869
815,1223.4,1239.3,6,16.3,sedan,39,15,no,0,0,personal,CDMX,no,amplia,anual,19096
816,625.4,639.6,7,27.2,hatchback,64,38,no,0,5,comercial,Guadalajara,no,limitada,anual,14549
817,366.8,376.4,1,8.9,sedan,51,27,no,0,1,personal,Monterrey,si,rc,anual,7902
818,446.2,465.4,10,15.1,suv,38,17,no,0,1,personal,CDMX,no,limitada,anual,11794
819,120,132.9,1,NA,pickup,19,1,si,0,1,personal,CDMX,si,limitada,anual,9252
820,120,137.2,14,19.6,pickup,26,8,no,0,1,mixto,Guadalajara,no,limitada,anual,6483
821,175.7,174.1,5,25.6,suv,36,15,no,2,2,mixto,Otra,si,amplia,anual,12002
822,120,127.1,1,14.6,sedan,49,29,no,1,0,personal,Monterrey,no,limitada,anual,6528
823,170.6,169.8,1,17.8,compacto,39,21,no,1,0,personal,Guadalajara,no,limitada,anual,8515
824,120,130.5,13,21.2,hatchback,38,20,no,1,0,mixto,Monterrey,no,amplia,anual,6150
825,277.4,282.1,4,10.6,compacto,37,15,no,0,4,personal,Otra,si,limitada,anual,5357
826,402.4,405.6,8,8.3,suv,28,8,no,5,2,personal,CDMX,si,amplia,anual,16624
827,120,122,12,7.9,hatchback,40,16,no,0,1,personal,Otra,si,amplia,anual,4098
828,120,120.2,9,19.6,sedan,42,22,no,0,0,personal,Guadalajara,si,amplia,anual,5629
829,305.6,310.8,14,12.9,compacto,41,23,no,0,0,mixto,Otra,si,rc,anual,5332
830,212.3,220.1,13,13.5,hatchback,35,17,no,4,0,personal,Otra,no,limitada,anual,11204
831,281.1,296.1,9,11.7,suv,28,8,no,0,0,personal,CDMX,si,amplia,anual,7703
832,120,111.5,1,19.6,suv,48,26,no,1,0,personal,Guadalajara,no,amplia,anual,8038
833,387.5,399.4,4,14.8,compacto,45,16,no,0,1,personal,CDMX,no,limitada,anual,9262
