id_sesion,edad,peso_kg,estatura_cm,genero,experiencia_meses,duracion_min,fc_promedio,fc_maxima,intensidad_rpe,temperatura_sala,tipo_ejercicio,turno,usa_smartwatch,kcal_quemadas
653,34,71.1,150,F,48,35,132,158,5,21,cardio_moderado,matutino,si,466.4
654,23,72.4,168,M,36,49,133,165,9,17.7,fuerza,matutino,si,478
655,35,84.2,150,M,13,68,101,119,6,22,cardio_intenso,vespertino,si,607.4
656,48,99.6,183,M,11,48,151,188,5,20.4,cardio_moderado,vespertino,si,565.6
657,24,75.3,167,M,41,40,136,179,6,24.6,cardio_moderado,vespertino,si,524.5
658,54,81.3,164,M,4,59,122,153,3,21.8,fuerza,vespertino,si,547.9
659,43,76,166,M,24,52,146,174,9,25.1,fuerza,nocturno,si,618
660,19,81,174,F,8,56,110,148,4,24.8,cardio_intenso,matutino,si,478.6
661,22,82.1,166,F,69,65,139,169,4,25.7,mixto,matutino,si,595.9
662,30,75.6,170,M,11,78,115,132,5,17.2,mixto,nocturno,si,600.9
663,33,79.3,172,M,6,29,124,152,7,19.8,fuerza,vespertino,si,420.9
664,23,81.3,162,M,36,66,144,165,4,22.2,cardio_intenso,vespertino,si,668.2
665,26,92.9,163,M,16,45,123,140,5,35.3,fuerza,nocturno,si,504.6
666,37,90,173,M,2,60,NA,150,6,20.8,cardio_intenso,vespertino,si,607.9
667,36,50.6,170,F,11,59,183,204,7,25.5,mixto,vespertino,si,636.6
668,25,65.7,171,M,14,51,132,169,4,24.4,cardio_intenso,matutino,si,543.2
669,28,109.4,184,F,40,72,151,157,4,23.3,fuerza,matutino,si,583.1
670,23,85.7,172,M,16,41,137,172,5,24.6,cardio_moderado,nocturno,si,448.5
671,16,48.1,152,M,25,30,81,107,6,19,mixto,vespertino,si,370.4
672,26,78.4,181,M,6,67,97,138,4,23.5,cardio_intenso,nocturno,si,521
673,26,70.9,150,M,20,29,126,164,5,15.4,cardio_moderado,nocturno,si,380.8
674,32,93.8,169,F,46,23,144,173,8,21,fuerza,vespertino,si,334.8
675,22,65.8,171,M,16,24,159,182,3,20.5,fuerza,vespertino,si,406.4
676,38,68.3,NA,F,22,39,140,163,7,13.8,fuerza,vespertino,si,344.6
677,17,95.9,159,M,27,23,102,121,9,18.5,cardio_moderado,vespertino,si,392.2
678,51,64.8,167,F,47,60,141,161,3,24.4,mixto,vespertino,si,474.9
679,21,66.4,168,M,9,67,143,169,6,21.1,fuerza,matutino,si,593.8
680,38,58.6,NA,F,27,48,119,151,3,23.5,cardio_moderado,matutino,no,461.2
681,54,61.1,164,M,42,59,107,138,5,26.8,cardio_intenso,matutino,si,542.5
682,25,55.6,167,F,10,65,134,146,4,25.3,mixto,vespertino,si,663.6
683,29,80.2,154,F,13,42,111,132,6,23.1,cardio_moderado,nocturno,si,419.8
684,26,67.3,180,M,9,54,163,201,4,22.6,mixto,nocturno,si,585.7
685,34,88.5,175,M,21,25,131,161,5,25,cardio_intenso,matutino,si,437.9
686,39,68.3,164,M,32,70,117,139,3,26.3,cardio_moderado,matutino,no,640.5
687,16,74.6,163,F,20,75,110,137,5,22.9,cardio_moderado,matutino,si,526.3
688,22,63.8,167,F,7,68,145,162,8,20.4,cardio_intenso,vespertino,si,651.1
689,18,80.4,170,F,30,52,138,170,7,24.7,fuerza,matutino,si,622.9
690,38,96.1,169,M,19,81,107,139,8,21.6,cardio_moderado,matutino,si,660.5
691,37,77.8,158,F,32,59,107,144,5,25.3,fuerza,matutino,si,446.1
692,25,85.1,175,F,18,86,133,160,8,19.7,cardio_moderado,nocturno,si,689
693,22,73.4,174,F,33,89,128,155,6,19.3,cardio_intenso,matutino,si,753.9
694,16,74,167,M,44,40,150,175,9,17.7,cardio_moderado,vespertino,si,518.6
695,41,62.7,169,F,29,47,134,161,6,22.4,fuerza,nocturno,si,433.3
696,25,60.6,167,M,32,56,126,162,4,22,fuerza,nocturno,si,457.3
697,41,51.7,170,M,13,63,143,169,4,17.7,fuerza,vespertino,si,486.6
698,55,61.1,167,F,81,97,99,124,8,25.9,cardio_intenso,nocturno,si,696.5
699,48,82.7,180,F,44,33,120,147,5,18.4,fuerza,nocturno,si,322
700,24,81.3,154,M,6,66,112,132,4,19.5,cardio_moderado,matutino,si,583.3
701,46,76.8,174,F,34,15,147,172,8,19.4,mixto,nocturno,si,300.2
702,26,76.3,173,F,57,75,124,151,7,24.1,cardio_intenso,matutino,si,605.5
703,36,75.1,163,M,10,30,152,192,4,29.7,cardio_intenso,nocturno,si,504
704,35,62.4,160,M,11,35,NA,161,6,23.4,fuerza,vespertino,si,395.9
705,39,65.3,168,M,4,28,142,162,7,21.8,cardio_intenso,vespertino,si,489.3
706,33,82.5,171,F,21,42,127,158,4,24.7,mixto,nocturno,si,389.1
707,36,69.6,177,M,52,38,112,133,5,19.5,cardio_moderado,vespertino,si,373.8
708,40,77.1,166,F,5,66,138,161,5,26.2,mixto,vespertino,si,627.7
709,16,66.9,174,M,32,59,83,111,8,24.4,mixto,matutino,si,508.3
710,30,53.5,156,M,65,63,161,179,3,24.9,cardio_moderado,matutino,si,585.5
711,37,88.8,159,F,25,61,151,166,7,24.9,fuerza,nocturno,si,615.2
712,35,72.6,163,M,10,32,153,189,4,25.7,mixto,vespertino,si,482.5
713,34,70.3,166,M,81,68,175,202,7,18.4,fuerza,NA,si,643.4
714,52,79.9,167,F,13,62,123,146,4,23.3,cardio_moderado,vespertino,si,506.7
715,32,103.5,162,M,10,69,120,156,2,21.9,cardio_moderado,matutino,si,638.2
716,34,74.5,171,M,3,51,133,150,5,21.2,mixto,NA,si,544.3
717,32,93.9,179,F,49,74,154,186,5,22,cardio_moderado,matutino,si,680.8
718,59,86,162,F,18,52,101,135,4,23.4,cardio_moderado,vespertino,si,396.5
719,26,66.9,164,F,17,64,169,205,8,22.3,fuerza,vespertino,si,637.5
720,45,82.9,151,M,32,49,147,165,10,22,cardio_intenso,nocturno,si,565.5
721,46,76.3,165,M,43,100,156,179,8,19.6,mixto,vespertino,si,818.7
722,25,85.8,173,F,11,41,NA,172,5,22.1,fuerza,matutino,si,461.8
723,47,83.3,162,F,18,65,151,178,7,21.3,cardio_moderado,matutino,si,668.8
724,39,68.6,155,M,9,39,126,159,5,25.2,cardio_moderado,nocturno,si,480
725,44,53.1,156,M,38,19,111,137,5,23,mixto,nocturno,si,212.4
726,16,80.1,174,M,49,49,125,157,8,30.8,cardio_intenso,nocturno,si,578.5
727,24,77.5,178,F,14,76,108,137,8,25.2,cardio_moderado,nocturno,si,527.6
728,29,66.2,161,M,14,52,151,184,6,20.9,cardio_intenso,nocturno,si,618.4
729,35,82.2,176,F,5,55,146,176,9,23,fuerza,matutino,si,619
730,32,70.7,162,F,5,49,131,161,8,25.7,cardio_moderado,matutino,si,535
731,31,96.1,160,M,8,50,129,153,8,25.6,cardio_intenso,matutino,si,562.1
732,40,76.1,178,F,23,54,110,138,4,17.5,fuerza,nocturno,si,402.9
733,43,68.4,180,M,38,30,148,186,9,23.6,cardio_intenso,matutino,si,469.6
734,51,92.1,166,M,31,71,88,113,4,24.7,cardio_moderado,vespertino,si,576.9
735,40,45,156,M,16,50,144,171,8,21.8,cardio_intenso,matutino,si,542.3
736,20,71.6,169,M,10,15,120,143,6,26.5,fuerza,vespertino,si,354.4
737,18,85.9,156,F,17,66,128,157,7,25.7,fuerza,matutino,si,575.4
738,48,74.5,170,F,77,75,150,178,3,26.6,fuerza,matutino,si,566.4
739,29,74.2,179,M,33,54,137,171,4,18.9,cardio_moderado,nocturno,si,499.4
740,37,82.9,166,M,31,74,143,173,6,24.4,fuerza,matutino,si,672.2
741,37,55.9,167,M,19,52,144,172,5,21.6,fuerza,nocturno,si,512.6
742,40,67.3,151,M,67,61,124,160,4,24.8,mixto,vespertino,si,548.9
743,28,68.1,163,M,22,46,124,152,4,18,cardio_moderado,nocturno,si,452.2
744,29,68.9,181,F,25,49,136,163,4,22.2,cardio_moderado,nocturno,si,428.5
745,38,87,155,M,10,53,133,160,4,NA,cardio_moderado,vespertino,si,555.5
746,24,66.7,171,M,37,38,131,150,5,23.5,fuerza,matutino,si,435.8
747,31,71.5,160,M,39,32,129,163,8,28.7,fuerza,vespertino,si,418.8
748,27,62.9,159,F,17,26,125,151,4,20.3,cardio_intenso,matutino,si,338.3
749,21,51,181,M,40,40,130,163,7,23.2,cardio_moderado,matutino,si,474.2
750,35,99.6,150,F,21,37,144,169,8,15.8,mixto,NA,no,508.3
751,38,82.7,183,M,20,49,125,158,8,20.1,fuerza,vespertino,si,469.9
752,34,70,156,F,8,57,108,140,8,18.2,cardio_intenso,nocturno,si,502.7
753,37,80.5,155,M,39,59,109,139,6,26.5,fuerza,vespertino,si,462.3
754,32,74.6,171,M,94,58,127,150,5,20.1,fuerza,vespertino,si,479.7
755,31,68.3,169,M,27,55,126,152,7,20.7,fuerza,vespertino,si,472.6
756,16,61.1,160,M,43,75,106,133,6,25,mixto,nocturno,si,617.6
757,46,67.7,156,F,19,52,130,165,5,22,cardio_intenso,vespertino,si,508.8
758,49,53.5,159,M,23,57,128,148,9,19.2,cardio_moderado,nocturno,si,531.3
759,43,50.5,178,M,42,32,130,165,6,NA,cardio_moderado,vespertino,si,405.6
760,39,50.7,167,M,28,81,131,157,5,25,cardio_intenso,vespertino,si,652.7
761,34,62.3,181,F,23,50,NA,160,5,20.1,mixto,matutino,si,472.6
762,29,72.3,174,M,27,54,107,134,6,14.8,cardio_moderado,matutino,si,487.2
763,35,59.4,172,M,14,74,116,131,6,15.3,mixto,matutino,no,616.8
764,27,87.5,178,M,27,53,120,142,5,26.2,fuerza,nocturno,si,527.7
765,41,65.8,162,F,66,20,104,135,7,24.2,cardio_moderado,matutino,si,300.7
766,37,63.3,174,M,45,15,138,170,9,22.8,cardio_moderado,matutino,si,318.5
767,33,75.8,175,F,74,56,128,164,5,26.4,fuerza,matutino,si,516.4
768,30,72.9,162,F,15,27,137,163,7,23.4,cardio_intenso,nocturno,si,376
769,36,58.8,188,F,70,70,136,167,5,22.2,fuerza,nocturno,si,529.1
770,41,89.9,175,M,53,49,128,146,6,27.1,fuerza,vespertino,si,528.1
771,49,74.6,170,M,27,50,124,154,5,20.8,cardio_intenso,matutino,si,560.1
772,18,89,172,M,2,36,110,148,7,18.8,mixto,vespertino,si,412.6
773,26,81.9,170,F,22,80,142,171,3,22,fuerza,nocturno,si,569.8
774,52,85.7,181,F,9,58,104,135,9,21.6,cardio_moderado,nocturno,si,500.7
775,31,58.6,164,M,37,54,150,173,7,26.5,cardio_intenso,nocturno,si,549.3
776,51,63.9,174,F,29,79,109,143,5,20.5,cardio_intenso,vespertino,si,574.5
777,24,69.9,160,F,16,44,122,155,5,24.4,cardio_intenso,nocturno,si,517.2
778,46,53.1,150,M,38,50,164,185,4,16,cardio_moderado,vespertino,si,491.8
779,24,80.7,157,M,16,35,140,168,3,25.6,cardio_moderado,vespertino,si,414.3
780,23,78.6,180,M,10,62,139,166,4,23.7,cardio_moderado,vespertino,si,609.4
781,36,74.2,178,F,18,51,134,154,6,22.8,mixto,matutino,si,523.8
782,30,52,166,M,35,43,139,168,3,16.8,mixto,nocturno,si,440.3
783,21,67.2,171,M,56,39,131,168,5,29.1,cardio_intenso,vespertino,si,506.9
784,21,82.1,154,M,6,89,103,135,7,28,cardio_intenso,vespertino,no,783
785,36,65.5,168,F,24,67,151,176,6,26.6,cardio_moderado,nocturno,si,621.9
786,21,72.8,169,F,6,53,144,175,3,21.5,cardio_moderado,matutino,si,514.4
787,44,75.8,160,F,31,63,134,164,5,21.3,cardio_intenso,NA,si,543.6
788,47,90.2,170,M,31,71,118,150,6,18.9,fuerza,matutino,si,547.7
789,20,74.3,163,M,45,41,136,168,5,24.4,cardio_moderado,nocturno,si,479.4
790,16,68.7,167,M,35,57,115,145,9,26.4,cardio_moderado,vespertino,si,560.9
791,16,79.4,162,F,16,54,125,153,4,21.8,cardio_moderado,matutino,si,403
792,42,60.9,169,M,52,84,147,167,9,29.1,mixto,vespertino,si,743.9
793,21,45,177,F,18,68,160,193,8,17.8,fuerza,matutino,si,610
794,44,73,173,M,4,44,146,167,5,NA,cardio_intenso,vespertino,si,561.7
795,31,62.5,165,M,9,79,NA,169,7,25.8,fuerza,vespertino,si,676.7
796,18,62.9,171,M,32,43,128,152,4,16.3,mixto,matutino,si,544.2
797,23,93.5,164,M,56,57,NA,161,4,16,cardio_moderado,vespertino,si,519.5
798,34,81.9,152,F,7,64,145,170,7,18.1,mixto,vespertino,no,615.3
799,55,86.3,151,M,19,15,121,146,3,29.5,cardio_intenso,matutino,si,398.4
800,37,96.2,155,M,15,57,135,157,6,18.8,cardio_intenso,nocturno,si,575.1
801,16,59.8,172,M,11,20,119,157,10,24.9,cardio_moderado,vespertino,si,354.9
802,27,73.5,180,M,16,42,124,149,8,20,cardio_intenso,vespertino,si,530.4
803,20,88.6,167,M,16,35,92,113,6,19,fuerza,matutino,si,301.2
804,21,78.6,161,F,30,48,112,142,9,17.4,fuerza,vespertino,si,477
805,41,67,176,M,26,48,166,189,5,19.8,cardio_intenso,matutino,si,594.2
806,28,73.1,171,F,26,62,146,168,6,23.8,cardio_intenso,matutino,si,602.1
807,45,56.9,NA,F,56,71,NA,162,8,19.1,fuerza,matutino,si,600
808,36,87,173,M,35,83,NA,145,6,20.4,fuerza,vespertino,si,614.1
809,34,85.5,174,M,34,61,175,205,8,23.3,cardio_intenso,matutino,si,724.8
810,51,64.1,178,M,42,71,141,159,2,23.1,cardio_intenso,matutino,si,604.9
811,27,94.4,176,F,18,57,145,173,4,19.5,mixto,vespertino,si,526.9
812,37,92.2,159,M,3,45,NA,165,8,22.7,fuerza,matutino,si,467.7
813,70,53.2,179,M,36,58,119,144,1,21,cardio_moderado,nocturno,si,463.1
814,29,98.2,167,F,14,32,117,143,5,23.2,cardio_moderado,vespertino,si,369.1
815,53,70.3,178,M,6,54,146,173,5,22.5,cardio_moderado,matutino,si,537.2
816,16,93.3,174,F,0,57,152,181,6,20.8,cardio_intenso,vespertino,si,625
817,36,49.8,166,M,15,55,138,166,6,19.6,fuerza,vespertino,si,533
818,27,74.1,171,M,24,61,114,146,3,20.7,cardio_intenso,matutino,si,564.3
819,16,75.8,166,F,54,99,127,158,5,18.6,cardio_moderado,vespertino,si,709.6
820,26,68.9,179,M,35,42,133,155,5,25.5,fuerza,vespertino,si,478.2
821,59,80.6,163,F,72,48,146,169,8,20.8,fuerza,matutino,si,434.8
822,31,61.2,175,F,19,83,109,137,6,16,fuerza,vespertino,si,565.6
823,27,69.6,150,F,16,73,139,163,5,20.1,cardio_intenso,nocturno,si,596.1
824,45,59.4,161,F,76,63,133,157,2,20.5,cardio_moderado,vespertino,si,445.3
825,25,76.1,166,F,9,66,135,172,4,25.3,fuerza,vespertino,si,502.9
826,36,71.3,156,F,24,58,135,168,6,22.9,cardio_moderado,nocturno,si,504.2
827,36,73.1,180,F,17,55,140,172,8,21.2,cardio_moderado,matutino,si,507.1
828,28,83.9,162,M,3,68,146,171,5,15.2,fuerza,matutino,si,610.6
829,29,67.1,152,M,49,22,135,165,6,25.8,mixto,vespertino,si,424.8
830,51,69.6,162,M,25,57,149,178,2,24.6,fuerza,vespertino,si,548
831,31,73.5,177,M,9,52,141,172,6,NA,cardio_moderado,matutino,si,532.8
832,57,70.7,152,F,5,27,142,169,6,17.5,cardio_intenso,matutino,si,438.3
833,31,86.2,163,F,15,60,133,167,4,23.9,cardio_moderado,vespertino,si,535.4
834,30,87.6,173,M,17,75,131,163,3,26.3,cardio_intenso,vespertino,si,695.4
835,26,101.3,156,M,26,71,129,158,5,20.2,cardio_moderado,vespertino,si,611.9
836,16,69.5,170,F,25,71,145,170,6,24.4,cardio_intenso,matutino,si,659
837,16,97.9,171,F,5,41,150,164,1,22.4,mixto,matutino,si,434.4
838,32,76.4,171,F,18,78,102,133,3,25.9,cardio_moderado,vespertino,si,579.1
839,25,46.2,180,M,35,42,118,161,7,23,cardio_moderado,vespertino,si,458.2
840,50,53.7,164,F,54,50,163,194,5,20.4,cardio_intenso,nocturno,si,540.7
841,37,57.3,164,F,12,29,122,154,8,21.6,mixto,vespertino,si,361.9
842,27,57.8,161,F,28,47,117,152,7,21,fuerza,vespertino,si,416.2
843,44,77.1,180,F,16,65,106,125,9,27.7,cardio_intenso,vespertino,si,593.6
844,25,96.9,162,F,40,87,NA,126,2,19.8,cardio_intenso,vespertino,si,575.4
845,35,77.7,175,F,23,55,170,185,6,24.6,mixto,nocturno,si,641.3
846,40,68.9,170,F,26,39,140,168,7,NA,cardio_intenso,nocturno,si,441
847,33,63.5,169,F,10,55,136,172,7,22.9,cardio_intenso,vespertino,si,529.9
848,30,94.1,188,M,33,59,160,196,4,20.3,cardio_moderado,nocturno,si,605.4
849,30,66.1,172,F,3,52,NA,124,6,20,fuerza,vespertino,si,478.5
850,29,85.2,164,M,10,73,144,172,4,24.6,cardio_moderado,nocturno,si,693.5
851,49,56.8,152,M,15,55,129,155,4,19,fuerza,vespertino,si,461.8
852,33,66.2,167,M,10,53,118,143,7,23.8,cardio_moderado,vespertino,si,515.1
853,23,53.7,188,M,11,45,150,179,8,23.5,cardio_intenso,vespertino,si,637.8
854,27,65.8,151,F,14,53,136,169,6,21.7,cardio_intenso,nocturno,no,578.9
855,22,90,181,F,2,71,132,163,2,21.1,cardio_moderado,vespertino,si,531.2
856,38,69,175,F,18,47,119,158,5,18.6,cardio_moderado,vespertino,si,368.3
857,30,83,158,F,22,58,104,128,5,23.6,fuerza,matutino,si,467.5
858,36,49.4,172,F,8,20,123,148,9,20.3,mixto,vespertino,si,339.9
859,36,69.4,194,M,24,42,106,132,5,25,mixto,nocturno,si,452.3
860,16,73.2,172,M,48,51,172,205,7,22.3,fuerza,vespertino,si,537.5
861,23,64.5,187,F,15,63,141,171,3,16.9,mixto,vespertino,si,501
862,57,81.8,155,M,40,49,146,179,4,26.2,fuerza,vespertino,si,513.3
863,35,58.8,166,M,18,47,145,177,3,22.9,cardio_moderado,matutino,si,406
864,31,78.6,165,M,40,54,156,192,3,19.4,cardio_moderado,matutino,si,496.6
865,39,77.5,177,M,22,44,107,123,2,20.6,cardio_moderado,vespertino,si,378.7
866,39,83.5,164,M,50,67,131,165,9,18.4,fuerza,matutino,si,587.8
867,18,89,180,M,25,18,124,151,1,16.8,fuerza,vespertino,si,243.4
868,33,87.4,163,F,34,49,113,150,4,21.9,cardio_intenso,vespertino,si,461.2
869,41,91,167,F,33,81,110,139,5,25.3,cardio_moderado,nocturno,si,598.7
870,36,78,177,F,19,50,140,173,5,21.9,cardio_moderado,matutino,si,508.9
871,30,58.4,182,F,25,87,137,175,5,18.5,fuerza,NA,si,634
872,31,87.9,NA,M,18,76,104,124,7,26.4,fuerza,nocturno,si,609.5
873,22,97.9,154,M,32,42,150,177,8,24.1,mixto,matutino,si,603.2
874,29,79.7,160,M,4,65,123,139,7,26.4,mixto,vespertino,si,570.2
875,37,64.6,172,F,9,57,158,192,5,23,cardio_moderado,matutino,si,573.8
876,26,77.6,163,F,31,64,141,174,7,18.2,cardio_moderado,nocturno,si,600.8
877,33,67,185,M,53,61,148,176,7,22.2,cardio_moderado,matutino,si,652.8
878,36,76.5,184,M,40,32,162,190,9,20.7,cardio_moderado,nocturno,si,547.5
879,43,77.3,158,M,13,49,159,184,3,25.6,fuerza,matutino,si,594.1
880,16,45.9,152,F,52,66,NA,164,4,26.1,cardio_moderado,vespertino,si,557.3
881,34,97.7,161,F,53,54,NA,145,8,16.9,fuerza,vespertino,si,475.9
882,44,82.8,165,F,52,55,154,188,7,20.4,mixto,vespertino,si,626.5
883,37,82.5,153,F,28,78,122,158,6,20.1,cardio_intenso,nocturno,si,663
884,16,67,153,F,23,59,124,152,9,21.1,fuerza,matutino,si,562.7
885,32,62,169,M,25,28,168,204,10,23.6,mixto,vespertino,si,484.7
886,47,89.4,158,M,13,64,149,184,5,18.4,mixto,NA,si,575.5
887,22,53.3,169,F,26,72,137,165,8,NA,mixto,matutino,si,653.4
888,35,90.4,163,M,4,70,121,146,6,18.4,fuerza,vespertino,si,571.5
889,25,47,172,M,37,45,127,149,5,17.6,fuerza,nocturno,si,383.4
890,45,80.5,173,M,54,64,107,138,2,25.3,cardio_moderado,matutino,si,456.2
891,46,59.2,175,F,8,61,151,180,6,20.7,cardio_moderado,matutino,si,546.1
892,36,61.3,160,F,4,53,128,154,7,NA,mixto,matutino,si,449
893,38,61.8,184,F,12,86,102,134,5,22.2,fuerza,matutino,si,522.8
894,32,77,153,M,4,54,94,127,7,21.5,fuerza,nocturno,si,528.9
895,57,92.9,169,F,45,69,131,150,4,20.3,cardio_intenso,vespertino,si,635.8
896,44,77.3,160,M,6,41,119,149,3,22.9,cardio_moderado,nocturno,si,400.1
897,18,90.3,163,M,15,62,174,198,5,22.4,cardio_moderado,vespertino,si,690.1
898,18,80.8,163,M,20,35,165,197,7,16.7,cardio_intenso,vespertino,si,551.8
899,33,45,179,M,11,50,122,154,7,21.4,cardio_moderado,matutino,si,494.4
900,29,76.9,160,M,16,18,103,124,6,21.1,cardio_intenso,matutino,si,353.4
901,36,64.3,174,F,15,45,172,193,7,25.8,fuerza,vespertino,si,538.7
902,28,89.4,172,M,56,47,124,149,5,23.9,fuerza,vespertino,si,399.3
903,27,56.2,185,F,17,32,130,168,8,15.8,fuerza,nocturno,si,359.1
904,44,63.3,176,M,7,78,119,148,7,20.7,mixto,matutino,si,620.7
905,43,71.6,150,M,63,48,145,161,9,22,fuerza,nocturno,si,512.6
906,41,87.5,175,F,44,38,125,149,6,19.9,cardio_intenso,vespertino,si,475.3
907,33,70.4,179,F,25,74,173,205,4,23,cardio_moderado,nocturno,si,663.7
908,42,88.8,160,M,3,57,123,145,4,27.7,cardio_moderado,matutino,si,570.6
909,16,84.8,175,F,20,45,113,137,7,16.5,mixto,matutino,no,421.2
910,18,83.1,152,M,7,22,138,162,6,18.7,fuerza,matutino,si,312.9
911,46,45,164,F,52,70,152,173,6,25.2,fuerza,vespertino,si,559.9
912,28,70.9,169,F,33,55,125,155,7,19.3,mixto,vespertino,si,520.6
913,36,75,172,F,14,56,123,146,5,21,cardio_intenso,vespertino,si,535.8
914,53,90.3,172,F,11,79,118,148,8,22.7,cardio_intenso,vespertino,si,569.7
915,28,76.5,176,M,59,66,138,168,2,21.6,cardio_moderado,vespertino,si,525.8
916,22,79.3,162,M,34,69,124,159,6,16.4,cardio_moderado,vespertino,no,631.5
917,16,85.2,157,M,10,59,134,153,5,NA,cardio_moderado,vespertino,si,542.8
918,31,80,175,F,10,43,128,155,8,19.6,cardio_moderado,nocturno,no,427
919,31,61.1,168,F,50,44,146,171,9,19.3,fuerza,nocturno,si,416.8
920,44,51,160,F,28,54,123,153,7,20.8,fuerza,nocturno,si,432.7
921,27,63.3,178,M,16,70,149,191,9,16,fuerza,nocturno,si,645.6
922,30,49.4,166,M,34,76,136,165,5,22.5,mixto,matutino,si,631.2
923,32,53.6,173,F,20,64,137,165,4,18.8,cardio_moderado,matutino,si,501.8
924,37,75.7,166,F,15,49,159,179,10,25.5,cardio_intenso,vespertino,si,571.9
925,40,75.1,176,M,12,54,122,149,5,20.5,cardio_moderado,vespertino,si,521.5
926,25,59.7,178,F,23,39,102,126,4,21.7,cardio_intenso,matutino,si,315.7
927,36,78.5,162,F,26,58,118,151,3,24.7,fuerza,nocturno,si,439.2
928,37,64.2,167,F,13,69,130,151,4,24.2,cardio_moderado,vespertino,si,540.4
929,34,86,176,F,16,73,112,142,4,22.4,mixto,vespertino,si,476.8
930,49,59.6,174,F,12,68,131,162,3,18.6,cardio_moderado,vespertino,si,486.1
931,16,81.1,169,F,27,39,NA,115,2,24.2,cardio_moderado,matutino,si,324.8
932,40,61.2,165,M,29,85,154,178,3,20.7,cardio_moderado,vespertino,si,664.7
933,47,70.7,175,F,18,42,135,159,5,22.9,fuerza,vespertino,si,412.4
934,19,52.5,158,M,69,55,107,132,4,22.5,mixto,vespertino,si,501.4
935,35,62.1,158,F,20,46,178,195,3,25,mixto,vespertino,si,553.4
936,22,97.3,154,M,32,91,139,165,5,21.7,cardio_intenso,vespertino,si,777.8
937,29,67,175,F,66,59,131,165,9,24.2,cardio_intenso,nocturno,si,523.8
938,33,60.2,185,F,32,75,121,142,5,24.9,cardio_moderado,vespertino,si,536.8
939,31,69.8,172,M,16,63,129,160,6,21.8,cardio_moderado,matutino,si,675.5
940,55,91.3,180,F,52,63,107,137,8,16.1,cardio_moderado,NA,si,428.9
941,32,81.9,177,F,59,15,NA,173,3,26.1,cardio_intenso,vespertino,si,282.1
942,18,72.1,161,M,4,53,129,156,9,20,cardio_intenso,vespertino,si,679.7
943,25,104.7,169,F,8,55,103,133,6,18,mixto,vespertino,si,444.8
944,29,75,157,M,16,62,NA,179,6,19.1,cardio_intenso,matutino,si,584
945,28,84.2,177,M,72,36,139,169,8,24,cardio_intenso,vespertino,si,508.3
946,40,58.3,176,M,20,76,165,184,8,22.7,mixto,vespertino,si,733.5
947,25,87.4,171,F,17,48,152,182,7,NA,cardio_moderado,vespertino,si,525.3
948,39,74.5,167,F,20,45,128,158,8,19.1,cardio_moderado,vespertino,si,423.6
949,29,73.7,172,M,5,81,112,142,7,19.6,fuerza,vespertino,si,610
950,20,94.9,155,M,16,66,132,174,3,19.7,fuerza,vespertino,si,514.7
951,32,79.6,171,M,28,20,146,178,6,22,cardio_moderado,vespertino,si,383.4
952,26,89.3,188,F,10,87,NA,165,2,24.9,fuerza,vespertino,si,545.7
953,33,79.8,161,M,17,51,110,150,3,24.3,cardio_intenso,vespertino,si,539.6
954,51,64.6,154,F,43,37,116,140,8,21.3,fuerza,vespertino,si,361.5
955,32,54.2,161,F,42,48,136,170,5,21,fuerza,matutino,si,404.3
956,31,77.7,178,M,14,45,146,174,6,24.5,fuerza,matutino,si,515.3
957,17,64.5,170,F,21,43,155,179,6,NA,fuerza,matutino,si,534
958,35,78.2,160,M,52,71,124,157,7,25.7,cardio_moderado,vespertino,si,639.5
959,31,78.4,158,F,26,86,146,172,7,17.8,mixto,nocturno,si,696.9
960,49,58.8,163,M,42,59,134,156,2,21.4,cardio_moderado,matutino,si,586.2
961,16,69,180,F,5,40,152,177,7,24.7,cardio_moderado,nocturno,si,471.6
962,24,61,173,M,27,72,179,202,2,20.2,fuerza,matutino,si,626.3
963,27,101,161,F,17,56,113,131,9,23.7,mixto,vespertino,si,530.9
964,34,87.5,176,F,16,55,153,177,6,20.3,mixto,matutino,si,507.9
965,26,70.8,161,F,10,45,142,169,9,23.6,fuerza,matutino,si,530.1
966,35,93,165,M,18,44,149,180,4,22.4,cardio_moderado,vespertino,si,541.5
967,60,84.7,175,F,14,35,133,158,5,23.4,mixto,vespertino,si,372.6
968,29,71.9,176,F,34,66,152,177,5,18.7,cardio_moderado,vespertino,si,613
969,34,69.6,150,F,29,86,115,139,5,25.9,fuerza,nocturno,si,603.2
970,25,62.1,182,M,46,23,128,173,4,22,mixto,nocturno,si,331.7
971,45,80.1,173,M,13,81,137,159,8,27.6,mixto,vespertino,si,713.3
972,19,69.9,166,F,6,19,165,199,7,19.9,fuerza,vespertino,si,444.2
973,28,77.7,158,M,31,43,NA,155,7,21.5,fuerza,matutino,si,483.8
974,36,89.6,165,M,48,35,154,178,4,25.7,cardio_moderado,vespertino,si,476.6
975,42,89.8,166,F,15,85,154,188,5,22.5,cardio_moderado,vespertino,si,765
976,36,76.7,159,F,30,52,NA,141,5,23.5,fuerza,nocturno,si,391.5
977,40,74.1,170,F,8,63,132,154,8,22.8,fuerza,NA,si,507.9
978,18,94.9,177,M,13,59,157,181,6,18.4,fuerza,matutino,si,605.5
979,27,64.9,177,F,15,70,136,170,3,20.9,mixto,vespertino,si,506.7
