id_transaccion,monto_transaccion_mxn,monto_promedio_historico_mxn,hora_del_dia,dias_desde_ultima_compra,num_transacciones_24h,distancia_km_domicilio,es_compra_internacional,categoria_comercio,fraude
TX000968,185,219,17,12,0,109.2,no,entretenimiento,no
TX000969,1718,630,2,3,3,NA,no,restaurantes,no
TX000970,1226,1516,20,13,3,75.2,no,restaurantes,no
TX000971,1211,1052,16,8,4,31.3,no,restaurantes,no
TX000972,311,723,16,21,1,49.8,no,entretenimiento,no
TX000973,229,758,18,3,5,18.3,no,electronica,no
TX000974,2911,1783,4,4,0,52.7,no,servicios,no
TX000975,208,362,10,7,6,1,no,servicios,no
TX000976,483,473,3,24,6,14.1,no,abarrotes,no
TX000977,242,400,2,13,2,19.6,no,electronica,no
TX000978,397,440,16,5,4,95.7,no,restaurantes,no
TX000979,400,216,7,6,2,5,no,viajes,no
TX000980,134,109,0,15,4,10.2,no,servicios,no
TX000981,223,480,8,10,2,38.8,no,entretenimiento,no
TX000982,145,249,13,11,2,25.4,no,electronica,no
TX000983,887,1210,0,20,1,9.8,si,restaurantes,no
TX000984,1120,1134,0,3,1,29.3,no,abarrotes,no
TX000985,303,617,9,20,2,14.3,no,servicios,no
TX000986,399,421,22,2,5,27.4,no,servicios,no
TX000987,5145,1899,19,6,2,NA,no,restaurantes,no
TX000988,1735,1368,14,1,4,6.1,no,electronica,no
TX000989,803,883,11,5,1,23.9,no,servicios,no
TX000990,1359,771,12,20,4,63.1,no,entretenimiento,no
TX000991,512,866,14,9,3,26.9,no,abarrotes,no
TX000992,943,921,21,7,2,32.9,no,electronica,no
TX000993,196,297,13,11,2,NA,no,electronica,no
TX000994,481,754,4,8,4,54,no,entretenimiento,si
TX000995,803,509,13,1,2,14.6,no,entretenimiento,no
TX000996,589,796,18,3,3,12.3,no,viajes,no
TX000997,2192,1974,0,15,4,21,no,abarrotes,no
TX000998,1148,662,8,9,5,113.3,no,servicios,no
TX000999,586,500,3,10,2,51,no,entretenimiento,no
TX001000,1626,854,14,3,7,52.3,si,electronica,no
TX001001,605,787,19,6,4,62.9,no,entretenimiento,no
TX001002,163,323,19,23,2,110.1,no,abarrotes,no
TX001003,245,860,9,1,2,17.4,no,entretenimiento,no
TX001004,642,417,12,35,2,36.8,no,entretenimiento,no
TX001005,1825,1741,6,9,4,36.4,no,viajes,no
TX001006,942,443,22,3,0,105.4,no,electronica,no
TX001007,441,903,21,10,4,8.7,no,restaurantes,no
TX001008,592,814,20,11,2,33.3,no,abarrotes,no
TX001009,796,604,20,13,2,NA,no,servicios,si
TX001010,276,255,10,13,4,50.1,no,servicios,no
TX001011,359,368,18,4,5,15.4,si,abarrotes,no
TX001012,1371,692,3,2,2,61.2,no,restaurantes,no
TX001013,2546,3020,20,15,3,53.9,no,viajes,no
TX001014,2002,1734,6,5,1,83.5,no,entretenimiento,no
TX001015,150,343,1,7,3,13.4,no,restaurantes,no
TX001016,196,235,14,2,3,23.1,no,entretenimiento,no
TX001017,1229,1627,17,4,2,15,no,abarrotes,no
TX001018,1504,899,2,0,2,38.5,no,electronica,no
TX001019,1490,691,10,25,3,16.3,no,viajes,no
TX001020,306,248,17,20,4,40.8,no,viajes,no
TX001021,1271,576,21,2,3,61.4,no,electronica,no
TX001022,667,869,20,7,0,38.2,no,abarrotes,no
TX001023,591,594,5,2,6,104.9,si,servicios,no
TX001024,1032,1259,13,1,7,58.8,no,abarrotes,no
TX001025,1949,1716,13,6,4,9.7,no,restaurantes,no
TX001026,644,812,5,5,1,20.4,no,abarrotes,no
TX001027,786,494,10,5,0,9.1,no,abarrotes,no
TX001028,1989,954,9,1,2,61.5,si,abarrotes,no
TX001029,1032,562,0,16,2,40.4,no,entretenimiento,no
TX001030,267,553,21,4,5,17.4,si,entretenimiento,no
TX001031,1344,1057,5,10,5,33.6,no,restaurantes,no
TX001032,365,386,1,30,6,65.9,no,abarrotes,no
TX001033,1621,1620,23,10,8,60.3,no,entretenimiento,no
TX001034,765,460,20,10,1,22.5,no,viajes,no
TX001035,600,516,14,13,3,56,no,servicios,no
TX001036,1820,778,11,10,2,NA,si,abarrotes,no
TX001037,532,340,2,10,2,131.6,no,electronica,no
TX001038,354,647,20,1,2,34.6,no,electronica,no
TX001039,660,1459,6,24,1,31.8,no,electronica,no
TX001040,5756,3886,12,24,5,28.2,no,abarrotes,no
TX001041,1156,1197,13,4,3,12.8,si,entretenimiento,si
TX001042,269,291,16,36,1,57.9,no,restaurantes,no
TX001043,996,863,14,0,4,15.6,no,servicios,no
TX001044,710,526,7,21,5,32,no,restaurantes,no
TX001045,4163,1101,20,24,6,66.2,no,servicios,si
TX001046,2044,2171,9,9,4,113.3,no,electronica,no
TX001047,1709,1144,16,18,3,3.8,no,abarrotes,no
TX001048,1710,841,2,4,4,32.9,no,servicios,no
TX001049,661,661,23,5,4,36.9,no,electronica,no
TX001050,1548,1506,21,11,3,34.1,no,viajes,no
TX001051,344,640,1,23,2,51,no,viajes,si
TX001052,2410,2002,17,13,2,36.2,no,viajes,no
TX001053,1893,1686,16,18,1,44.4,no,entretenimiento,no
TX001054,125,367,22,1,5,140.9,no,abarrotes,no
TX001055,485,937,7,10,4,6.6,no,electronica,no
TX001056,599,1576,18,39,4,46.6,no,electronica,no
TX001057,5278,2622,4,1,4,46.6,no,servicios,no
TX001058,1446,1188,2,9,6,51.8,no,servicios,no
TX001059,419,771,19,5,6,28.5,no,electronica,no
TX001060,1871,985,11,4,4,82.8,no,abarrotes,no
TX001061,2116,1729,15,4,2,2.2,no,servicios,no
TX001062,2176,818,16,13,0,5.9,no,electronica,no
TX001063,186,358,23,18,3,16.6,no,restaurantes,no
TX001064,1180,776,1,21,1,10.1,no,viajes,no
TX001065,592,777,3,5,4,96.7,no,abarrotes,no
TX001066,253,548,4,19,3,23.1,no,electronica,no
TX001067,1583,1384,22,9,2,25.3,no,abarrotes,no
TX001068,3009,854,22,7,4,NA,no,electronica,no
TX001069,1079,1240,17,10,3,39.3,no,entretenimiento,no
TX001070,113,148,8,6,3,51.5,si,abarrotes,no
TX001071,1066,1175,5,7,1,22.9,no,restaurantes,no
TX001072,977,638,11,16,3,13,no,servicios,no
TX001073,835,619,6,7,3,54.4,no,electronica,no
TX001074,151,164,18,8,2,11.4,no,electronica,no
TX001075,1009,1095,13,11,4,16.8,no,abarrotes,no
TX001076,1242,501,2,4,4,17.5,no,viajes,no
TX001077,794,1058,7,3,4,16.9,no,abarrotes,no
TX001078,1014,1070,5,12,4,50.1,no,servicios,no
TX001079,110,199,13,8,3,23.5,no,servicios,no
TX001080,592,591,6,5,3,122.2,no,viajes,no
TX001081,2261,843,8,7,2,9.6,no,restaurantes,no
TX001082,8798,1776,11,6,3,68.1,no,entretenimiento,no
TX001083,2532,1110,14,7,3,130.2,no,viajes,si
TX001084,646,296,23,12,3,51.2,no,abarrotes,no
TX001085,662,727,19,6,1,1.3,no,electronica,no
TX001086,720,713,6,10,3,17.1,no,abarrotes,no
TX001087,1867,1805,3,4,3,44.1,no,viajes,si
TX001088,725,1403,20,5,1,58.1,no,viajes,no
TX001089,120,302,11,2,4,31.3,no,abarrotes,no
TX001090,3969,2260,16,0,4,22.1,no,servicios,si
TX001091,93,152,0,8,2,37.8,no,electronica,no
TX001092,1010,963,1,38,4,17.8,no,electronica,no
TX001093,391,484,12,7,4,20.9,no,restaurantes,no
TX001094,710,1836,4,8,2,43.2,no,abarrotes,no
TX001095,432,486,22,14,2,59,no,viajes,no
TX001096,387,273,12,6,4,75.2,no,viajes,si
TX001097,1828,1376,9,1,8,28.5,no,viajes,no
TX001098,328,650,5,5,2,81.1,no,viajes,no
TX001099,363,527,4,1,3,56,no,abarrotes,no
TX001100,821,429,0,12,1,16.2,no,restaurantes,no
TX001101,945,1414,19,1,5,37.5,no,abarrotes,si
TX001102,393,452,8,14,4,17.2,no,electronica,no
TX001103,3167,1731,1,30,1,17.8,no,servicios,no
TX001104,462,531,2,3,3,38.1,no,abarrotes,no
TX001105,587,930,12,5,0,28.2,no,restaurantes,no
TX001106,341,822,18,7,1,NA,no,entretenimiento,no
TX001107,183,300,5,7,4,66.6,no,abarrotes,no
TX001108,425,519,12,39,4,118.5,no,restaurantes,no
TX001109,1378,887,14,9,4,12.1,no,restaurantes,no
TX001110,692,539,5,14,6,10.1,no,abarrotes,no
TX001111,657,547,5,10,1,17,no,entretenimiento,no
TX001112,348,780,15,17,3,21.8,no,servicios,no
TX001113,297,610,20,5,7,40.6,no,restaurantes,no
TX001114,648,609,6,30,6,20.2,no,restaurantes,no
TX001115,902,927,2,18,3,168.1,no,servicios,no
TX001116,409,616,2,4,4,8.4,no,abarrotes,no
TX001117,1128,750,3,5,5,34.1,no,abarrotes,no
TX001118,2179,2289,2,10,2,45,no,restaurantes,no
TX001119,1548,2050,7,5,6,51.5,no,electronica,no
TX001120,835,1000,3,20,1,17,no,restaurantes,no
TX001121,332,435,18,14,4,94.6,no,viajes,no
TX001122,480,1066,6,12,2,17.4,no,servicios,no
TX001123,489,867,13,9,0,59.2,no,viajes,no
TX001124,1217,1112,14,7,5,22.6,no,electronica,no
TX001125,641,464,17,1,1,22.8,no,abarrotes,no
TX001126,1148,1106,23,2,5,81.6,no,viajes,no
TX001127,1016,1093,3,2,4,NA,no,viajes,no
TX001128,937,1144,2,9,6,21.6,si,servicios,no
TX001129,121,474,22,8,0,19.3,no,servicios,no
TX001130,13571,4196,6,28,1,32.9,no,servicios,si
TX001131,5792,2519,21,9,1,NA,no,restaurantes,no
TX001132,238,222,12,12,2,74,no,servicios,no
TX001133,2661,2596,17,4,4,40.5,no,restaurantes,no
TX001134,919,712,15,12,0,12.2,no,electronica,no
TX001135,1313,1380,6,10,3,37.2,no,viajes,no
TX001136,3324,2226,12,12,5,33.1,no,electronica,no
TX001137,288,402,16,25,1,21.1,no,viajes,no
TX001138,1992,1475,0,25,3,38.5,no,viajes,no
TX001139,1013,1001,4,8,1,6.3,no,electronica,no
TX001140,2229,2055,23,15,2,103.4,no,entretenimiento,no
TX001141,141,239,6,7,3,99.9,no,servicios,no
TX001142,1517,974,9,4,1,68.5,no,servicios,no
TX001143,531,986,22,8,6,17.6,no,servicios,no
TX001144,148,310,4,7,3,16.8,no,restaurantes,no
TX001145,899,1130,2,2,4,69.1,no,servicios,no
TX001146,786,884,4,6,1,27.7,no,viajes,si
TX001147,1012,1246,1,2,1,15.6,no,abarrotes,no
TX001148,1111,1290,5,9,1,101.7,no,servicios,no
TX001149,4343,1562,21,12,1,81.7,no,electronica,no
TX001150,3957,2327,7,9,6,21.3,no,restaurantes,no
TX001151,1335,781,18,2,3,10.1,no,servicios,no
TX001152,883,808,23,0,2,45.5,no,entretenimiento,no
TX001153,405,312,20,10,3,6.3,no,entretenimiento,no
TX001154,1710,1233,15,7,1,75.8,no,abarrotes,no
TX001155,298,185,21,13,5,52.4,no,electronica,no
TX001156,2106,2707,3,16,3,29.2,no,abarrotes,no
TX001157,1538,1411,14,7,1,32.6,no,electronica,no
TX001158,1077,538,12,16,0,18,no,abarrotes,no
TX001159,580,1142,2,21,2,24.4,no,electronica,no
TX001160,2284,1603,11,8,6,45.1,no,viajes,no
TX001161,1112,1449,16,24,3,110.8,no,entretenimiento,no
TX001162,188,228,15,6,6,198.9,no,restaurantes,no
TX001163,1561,967,8,10,1,92.2,no,electronica,no
TX001164,331,354,13,9,7,NA,no,restaurantes,no
TX001165,562,1472,23,23,2,54.2,no,abarrotes,no
TX001166,308,187,9,3,4,79.8,no,viajes,no
TX001167,153,132,2,14,4,21.9,no,electronica,no
TX001168,763,341,19,2,2,72.7,si,abarrotes,no
TX001169,237,569,23,1,1,23.4,no,servicios,no
TX001170,208,456,2,7,1,NA,no,abarrotes,no
TX001171,689,579,3,5,3,NA,no,abarrotes,no
TX001172,517,458,0,15,6,14.6,no,viajes,no
TX001173,281,890,23,19,0,33.4,no,entretenimiento,no
TX001174,552,696,9,1,4,52.4,no,restaurantes,no
TX001175,691,430,1,6,4,29.5,no,servicios,no
TX001176,268,440,1,5,3,40.9,no,viajes,no
TX001177,901,1053,9,7,0,151.4,no,restaurantes,no
TX001178,935,569,5,7,0,63.3,no,restaurantes,no
TX001179,6217,4350,14,2,1,13.4,no,entretenimiento,no
TX001180,397,912,10,10,8,15.6,no,electronica,no
TX001181,322,451,13,21,3,2.9,no,restaurantes,no
TX001182,442,313,12,8,2,37.3,no,entretenimiento,no
TX001183,417,732,13,3,2,33.8,no,abarrotes,no
TX001184,145,249,15,7,2,5.8,no,entretenimiento,no
TX001185,2605,1272,16,32,7,38.3,no,entretenimiento,no
TX001186,836,409,11,9,4,79.3,no,restaurantes,no
TX001187,508,876,0,3,2,32.9,no,viajes,no
TX001188,402,478,20,1,4,204.5,no,abarrotes,no
TX001189,157,394,18,0,3,45.9,no,servicios,no
TX001190,2456,2630,4,11,6,13.4,no,abarrotes,no
TX001191,293,370,22,3,4,74.3,no,restaurantes,si
TX001192,438,259,20,0,4,41,no,abarrotes,no
TX001193,1935,614,19,1,3,60.6,no,servicios,no
TX001194,486,608,4,1,8,20.8,no,viajes,no
TX001195,504,423,20,5,0,118.9,no,abarrotes,no
TX001196,1337,749,2,10,0,24.6,si,viajes,no
TX001197,512,445,1,2,6,79.7,no,restaurantes,no
TX001198,238,300,8,3,3,34.2,no,restaurantes,si
TX001199,315,288,9,49,1,56.5,no,abarrotes,no
TX001200,525,751,8,5,4,13,no,abarrotes,no
TX001201,680,709,23,9,7,72.2,no,restaurantes,si
TX001202,1138,1228,13,20,1,28,no,servicios,no
TX001203,170,324,9,5,2,31.3,no,servicios,no
TX001204,1367,2119,11,8,5,30.4,no,abarrotes,no
TX001205,681,912,13,10,2,24.1,no,restaurantes,no
TX001206,1245,662,13,3,4,NA,no,electronica,no
TX001207,444,447,5,8,7,21.8,no,electronica,no
TX001208,1962,1996,10,2,2,43.9,no,restaurantes,no
TX001209,243,339,14,8,1,40.7,no,viajes,no
TX001210,738,403,8,19,2,25,no,entretenimiento,no
TX001211,262,367,0,2,4,8.9,no,viajes,no
TX001212,911,1240,11,5,6,11.9,no,viajes,no
TX001213,386,478,5,10,2,5.7,si,entretenimiento,si
TX001214,662,926,5,3,4,23.5,si,abarrotes,no
TX001215,286,658,10,7,0,72.3,no,servicios,no
TX001216,177,306,21,6,4,6.1,no,abarrotes,no
TX001217,34,75,23,6,2,16.7,no,viajes,no
TX001218,1262,2301,8,1,1,13.2,no,entretenimiento,no
TX001219,363,482,18,19,4,15.7,no,servicios,no
TX001220,211,308,5,5,0,21,no,entretenimiento,no
TX001221,3023,1885,17,2,4,43.7,no,abarrotes,no
TX001222,1428,1000,6,1,4,1.7,no,servicios,no
TX001223,219,175,18,13,2,36.3,no,viajes,no
TX001224,826,505,21,2,5,28.1,no,servicios,no
TX001225,474,537,8,0,1,11,no,electronica,no
TX001226,377,207,18,12,5,40.9,no,viajes,no
TX001227,123,284,8,6,3,0.5,no,viajes,no
TX001228,851,735,12,0,1,25.4,no,restaurantes,no
TX001229,3730,1761,14,18,4,1.3,no,servicios,no
TX001230,1056,1338,18,10,6,NA,no,abarrotes,no
TX001231,525,413,16,17,2,16.8,no,servicios,no
TX001232,1031,1394,20,2,1,59.1,no,servicios,no
TX001233,305,357,15,5,6,69.5,no,restaurantes,no
TX001234,333,825,10,9,2,44.7,no,servicios,no
TX001235,494,467,18,14,4,26,no,servicios,no
TX001236,575,869,17,4,4,4.2,no,servicios,no
TX001237,671,681,12,7,3,55.1,no,electronica,no
TX001238,66,180,6,5,2,6.1,no,viajes,no
TX001239,2804,807,10,10,1,23.2,no,electronica,no
TX001240,1691,1748,7,6,1,NA,no,abarrotes,no
TX001241,192,521,10,10,1,13.3,no,restaurantes,no
TX001242,167,507,21,13,1,90.2,no,electronica,no
TX001243,2526,1531,3,6,5,10.3,si,abarrotes,no
TX001244,891,815,10,17,4,36.5,no,servicios,no
TX001245,1437,1692,16,16,1,22.9,no,servicios,no
TX001246,1930,1119,11,20,3,86.5,no,abarrotes,no
TX001247,3742,1022,23,6,5,8.2,no,restaurantes,no
TX001248,500,1449,4,4,3,23.1,si,electronica,no
TX001249,788,778,13,1,2,51.3,no,viajes,no
TX001250,574,594,15,18,2,13.8,no,electronica,si
TX001251,1129,1013,13,18,1,22.3,no,viajes,no
TX001252,605,522,9,5,3,NA,no,restaurantes,no
TX001253,1019,686,11,11,3,4.7,no,abarrotes,no
TX001254,1211,1203,9,15,3,69.5,si,restaurantes,no
TX001255,801,803,19,11,2,42.4,no,restaurantes,no
TX001256,1007,2152,7,51,4,38.7,no,entretenimiento,no
TX001257,526,680,15,6,3,21.9,no,entretenimiento,no
TX001258,834,728,21,2,5,99.1,no,servicios,no
TX001259,1605,1592,3,6,4,52.3,no,abarrotes,no
TX001260,298,299,4,3,5,34.2,no,viajes,no
TX001261,481,472,7,16,6,81.9,no,servicios,no
TX001262,1413,1624,23,28,2,83.1,no,restaurantes,no
TX001263,411,201,4,12,1,60,no,abarrotes,no
TX001264,189,525,4,14,1,8.1,no,electronica,no
TX001265,864,690,10,14,5,47,si,servicios,no
TX001266,195,361,17,9,1,3.1,no,restaurantes,no
TX001267,860,485,10,10,4,0.6,no,abarrotes,no
TX001268,1685,1513,7,13,4,23.9,no,restaurantes,no
TX001269,236,304,7,9,5,12.5,no,servicios,no
TX001270,259,201,18,11,2,61.1,no,viajes,no
TX001271,154,192,14,3,3,34.7,no,servicios,no
TX001272,875,807,14,37,3,23,no,servicios,no
TX001273,1566,1371,12,5,1,80.8,no,restaurantes,no
TX001274,325,205,21,10,3,47.7,no,electronica,no
TX001275,685,452,12,32,4,107.8,no,viajes,no
TX001276,240,261,5,11,1,23.3,no,entretenimiento,no
TX001277,926,411,18,7,2,16.6,no,viajes,no
TX001278,366,427,11,2,1,10.3,no,abarrotes,no
TX001279,1101,1890,4,1,4,132.6,no,restaurantes,no
TX001280,2061,1614,23,11,3,4,no,restaurantes,no
TX001281,468,488,10,15,2,81.3,no,servicios,no
TX001282,587,695,2,9,2,48.8,no,servicios,no
TX001283,1956,1982,17,20,1,54.1,no,abarrotes,no
TX001284,1080,777,20,13,5,85.5,no,entretenimiento,no
TX001285,349,643,4,5,4,23.1,no,restaurantes,no
TX001286,952,804,3,7,4,17.9,no,servicios,no
TX001287,831,1236,11,3,2,7.7,no,restaurantes,no
TX001288,728,686,22,2,3,51,no,abarrotes,no
TX001289,976,1144,21,10,0,2,no,electronica,no
TX001290,653,933,12,6,2,27.6,no,servicios,no
TX001291,637,689,19,34,3,6.4,no,entretenimiento,no
TX001292,750,387,1,13,1,6,no,entretenimiento,no
TX001293,341,708,6,37,2,81,no,electronica,no
TX001294,1339,976,3,21,3,13.7,no,electronica,no
TX001295,790,713,13,5,1,40,no,viajes,no
TX001296,78,167,23,13,5,25.6,no,entretenimiento,no
TX001297,398,459,10,13,2,24.3,si,restaurantes,no
TX001298,130,173,15,23,3,42.3,no,entretenimiento,no
TX001299,2150,793,22,3,3,40.5,si,electronica,no
TX001300,2119,1291,2,8,6,41,no,entretenimiento,no
TX001301,1467,909,20,10,2,59.2,no,restaurantes,no
TX001302,847,592,20,8,4,2.9,no,entretenimiento,si
TX001303,2711,1434,11,5,2,17.6,no,electronica,no
TX001304,2784,2821,20,15,3,23.4,no,viajes,no
TX001305,447,337,2,19,3,NA,no,entretenimiento,no
TX001306,367,581,14,2,2,21.8,no,viajes,no
TX001307,1978,1766,5,1,2,59,no,servicios,no
TX001308,5001,2958,6,7,2,22.5,no,abarrotes,no
TX001309,218,525,2,4,4,17.3,no,viajes,no
TX001310,424,679,2,3,3,3.6,no,electronica,no
TX001311,1129,419,5,3,2,41.3,no,entretenimiento,no
TX001312,83,140,14,6,0,57.1,no,electronica,no
TX001313,439,384,6,2,3,54.1,no,viajes,no
TX001314,1469,1313,10,1,4,22.1,si,entretenimiento,no
TX001315,581,1016,6,8,4,27.7,no,viajes,no
TX001316,383,575,22,11,1,3.1,no,viajes,no
TX001317,1144,480,14,7,4,24,no,viajes,no
TX001318,511,380,17,6,3,23.2,no,entretenimiento,no
TX001319,1705,1029,16,14,5,18.9,no,servicios,no
TX001320,496,789,5,21,4,15.6,no,abarrotes,no
TX001321,4882,4418,7,2,1,10.3,no,servicios,no
TX001322,251,282,21,6,6,101.6,no,abarrotes,no
TX001323,158,290,21,19,2,13.8,no,electronica,no
TX001324,404,514,22,4,3,79,no,servicios,no
TX001325,926,1390,18,13,3,20.7,no,abarrotes,no
TX001326,1077,643,8,13,3,53.3,no,viajes,no
TX001327,125,200,10,19,2,64.9,no,restaurantes,no
TX001328,431,270,17,3,3,32.7,no,electronica,no
TX001329,512,573,10,7,2,23,no,electronica,no
TX001330,265,495,12,6,2,NA,no,entretenimiento,no
TX001331,3521,3487,15,14,4,7.2,no,restaurantes,no
TX001332,2219,2417,15,4,2,NA,no,electronica,no
TX001333,1399,669,12,6,2,129.9,no,electronica,no
TX001334,268,400,14,5,4,21.3,no,servicios,no
TX001335,612,350,9,17,4,49.1,no,viajes,no
TX001336,414,413,21,7,3,95,no,abarrotes,no
TX001337,960,1120,1,5,3,3.6,no,servicios,no
TX001338,86,208,11,27,3,3.3,no,abarrotes,no
TX001339,2240,2301,22,3,2,23.3,no,abarrotes,no
TX001340,465,450,18,24,1,104.6,no,entretenimiento,no
TX001341,974,983,14,5,3,75.2,no,electronica,no
TX001342,3948,2727,10,3,2,49,no,servicios,no
TX001343,3079,1580,14,6,6,35.5,no,entretenimiento,no
TX001344,193,292,0,4,1,9.5,si,abarrotes,no
TX001345,250,428,16,0,3,100,no,restaurantes,no
TX001346,492,237,2,9,2,38.9,no,electronica,no
TX001347,832,483,3,9,8,43.2,no,entretenimiento,no
TX001348,394,689,3,14,3,NA,no,abarrotes,no
TX001349,405,400,16,6,5,13.4,no,servicios,no
TX001350,2733,1915,13,4,3,48.3,no,restaurantes,no
TX001351,647,723,19,10,3,15.3,no,servicios,no
TX001352,1474,1150,12,4,1,22.2,no,restaurantes,no
TX001353,291,715,21,20,0,15,no,electronica,no
TX001354,851,473,16,7,3,15.4,no,viajes,no
TX001355,748,677,8,3,7,4.3,no,abarrotes,no
TX001356,888,1044,8,7,1,66.7,no,abarrotes,no
TX001357,309,366,2,5,3,36.6,no,restaurantes,no
TX001358,2496,855,17,6,1,9.2,no,restaurantes,no
TX001359,2812,954,9,16,0,24,no,entretenimiento,no
TX001360,1728,1130,18,9,4,22.7,no,abarrotes,no
TX001361,654,423,8,9,1,18.5,no,abarrotes,no
TX001362,548,324,8,5,3,6.4,no,restaurantes,no
TX001363,655,772,7,10,5,10.7,no,electronica,no
TX001364,2349,1646,4,5,2,47.7,no,servicios,no
TX001365,1056,1153,9,1,6,34.6,no,entretenimiento,no
TX001366,1113,610,13,4,1,123.5,no,servicios,no
TX001367,1697,1264,18,1,1,51.1,no,abarrotes,no
TX001368,173,231,2,14,5,64.5,no,restaurantes,no
TX001369,2856,1349,20,9,7,1.7,no,abarrotes,si
TX001370,2961,2040,8,27,3,15.8,no,entretenimiento,no
TX001371,1178,1678,2,1,4,18.2,si,servicios,no
TX001372,911,622,1,2,3,55.4,no,electronica,no
TX001373,2088,1427,19,16,1,11.7,no,abarrotes,no
TX001374,492,264,10,1,3,102.3,no,servicios,no
TX001375,2160,991,4,5,2,34.1,no,entretenimiento,no
TX001376,406,329,12,14,5,NA,no,electronica,no
TX001377,507,280,5,4,0,66,no,abarrotes,no
TX001378,1069,671,13,6,5,52.7,no,restaurantes,no
TX001379,102,204,17,14,4,32.7,no,viajes,no
TX001380,1171,854,13,6,5,38.3,si,electronica,no
TX001381,481,707,16,5,4,2,no,electronica,no
TX001382,658,816,16,2,4,25.1,no,electronica,no
TX001383,561,397,6,8,3,11,no,electronica,no
TX001384,789,871,0,19,2,13.3,no,abarrotes,no
TX001385,284,335,14,9,4,54.2,no,entretenimiento,no
TX001386,85,224,4,22,4,13.4,no,entretenimiento,no
TX001387,179,231,11,11,3,21,no,electronica,no
TX001388,839,1529,0,11,3,66.8,no,entretenimiento,no
TX001389,223,387,7,6,1,NA,no,viajes,no
TX001390,132,571,0,8,3,8.4,no,electronica,no
TX001391,534,657,6,4,4,49.3,no,abarrotes,no
TX001392,2622,2741,16,0,1,18,no,electronica,no
TX001393,282,332,12,10,3,37.2,no,servicios,no
TX001394,601,502,13,7,7,39.8,no,entretenimiento,no
TX001395,282,605,14,28,0,30.1,no,restaurantes,no
TX001396,752,608,21,9,1,53.3,no,abarrotes,no
TX001397,505,781,21,10,1,28.1,si,entretenimiento,si
TX001398,2463,1504,21,7,6,35.6,no,abarrotes,no
TX001399,486,520,21,8,2,30.5,si,electronica,no
TX001400,1598,465,13,18,1,80,no,servicios,no
TX001401,1376,1497,2,9,1,16.8,no,restaurantes,no
TX001402,331,197,9,4,4,38.3,no,electronica,no
TX001403,717,226,17,3,3,102.7,no,electronica,no
TX001404,2039,1461,21,1,0,42.7,no,servicios,no
TX001405,636,747,18,2,3,65.4,no,entretenimiento,no
TX001406,953,1299,0,18,1,10.1,no,viajes,no
TX001407,297,381,0,4,5,57.3,no,servicios,no
TX001408,1667,1579,7,8,3,27.9,no,electronica,no
TX001409,479,434,12,8,2,0.3,no,abarrotes,no
TX001410,2751,1848,12,5,2,10.5,no,entretenimiento,no
TX001411,1410,1613,4,14,6,3.4,no,servicios,no
TX001412,527,407,0,5,2,8.3,no,servicios,no
TX001413,1754,1235,6,2,3,100.4,no,viajes,no
TX001414,836,1403,8,6,3,28.4,no,restaurantes,no
TX001415,1187,1056,18,7,2,7.8,no,viajes,no
TX001416,1523,1109,15,19,1,114.2,no,abarrotes,no
TX001417,131,337,8,12,6,3.3,no,restaurantes,no
TX001418,216,255,11,6,5,35.2,no,restaurantes,no
TX001419,1357,909,15,6,4,132.8,no,viajes,no
TX001420,388,611,2,9,2,5.4,no,electronica,no
TX001421,489,334,10,7,1,18.6,no,restaurantes,no
TX001422,3604,3092,19,12,3,NA,no,abarrotes,no
TX001423,1760,1141,17,3,4,12.7,no,viajes,no
TX001424,668,467,22,14,2,15.6,no,entretenimiento,no
TX001425,206,418,6,20,4,79.1,no,electronica,si
TX001426,224,218,22,8,4,23.1,no,electronica,no
TX001427,410,1166,3,17,3,37.3,no,entretenimiento,no
TX001428,974,880,13,15,3,9.8,no,restaurantes,no
TX001429,698,535,17,5,5,NA,no,restaurantes,no
TX001430,450,729,13,1,4,35.3,no,entretenimiento,no
TX001431,1612,2164,1,6,9,NA,no,entretenimiento,no
TX001432,697,910,9,9,1,44.7,no,entretenimiento,no
TX001433,1978,1349,13,8,2,62.9,no,restaurantes,no
TX001434,2436,1736,20,21,2,44.8,si,restaurantes,no
TX001435,674,973,18,11,1,28.5,si,viajes,no
TX001436,619,876,23,11,6,47.9,no,servicios,no
TX001437,535,325,16,3,6,9.4,no,entretenimiento,no
TX001438,1889,1168,10,6,6,28.7,no,restaurantes,si
TX001439,209,131,8,14,3,10,no,abarrotes,no
TX001440,161,352,7,8,3,97.6,no,servicios,no
TX001441,219,804,17,5,2,4.1,no,electronica,no
TX001442,1085,978,12,5,1,11.9,no,restaurantes,no
TX001443,375,322,15,9,3,95.9,no,viajes,si
TX001444,561,602,9,4,2,162.1,no,electronica,no
TX001445,760,1890,1,6,2,NA,no,entretenimiento,no
TX001446,498,354,6,7,2,40.8,no,restaurantes,no
TX001447,658,783,12,1,3,96.9,no,abarrotes,no
TX001448,815,600,0,4,2,118.7,no,restaurantes,no
TX001449,1277,2102,19,2,1,29.7,no,electronica,no
TX001450,1172,885,13,7,5,3.9,no,electronica,no
TX001451,747,443,14,2,1,NA,no,electronica,si
TX001452,754,726,15,13,3,3.6,no,restaurantes,no
TX001453,661,622,5,1,0,77.9,no,restaurantes,no
