acidez_fija,acidez_volatil,acido_citrico,azucar_residual,cloruros,dioxido_azufre_libre,dioxido_azufre_total,densidad,ph,sulfatos,alcohol
9.3182,0.4345,-0.0073,4.3569,0.0951,11.8365,43.6399,0.9995,3.1399,0.5163,10.6844
6.5744,0.2774,0.5061,1.6641,0.0646,28.4409,101.3496,0.9953,3.26,0.36870000000000003,12.5615
8.4875,0.6565,0.0792,0.0957,0.1164,10.8397,49.3773,0.9958,3.3497,0.6934,7.5565
8.195,0.4391,0.316,3.2545,0.0865,7.2956,52.4869,0.996,3.1024,0.2908,9.4947
8.8975,0.5867,0.218,4.5429,0.0862,18.5684,85.8743,0.997,3.1747,0.7748,10.8946
9.9144,0.433,0.0467,3.8589,0.1008,20.7897,82.0521,1.0002,3.3172,0.5461,8.5502
7.6479,0.1787,0.5299,1.5814,0.0719,34.2583,132.8435,0.9941,3.0018,0.6961,10.9511
7.6118,0.5692,0.29,1.2712,0.0852,18.9037,78.2286,0.9964,3.3668,0.6576,10.6166
7.6515,0.4442,0.1206,1.8623,0.0816,20.3169,81.8862,0.9962,3.0763,0.6112,9.9946
7.8503,0.226,0.5623,6.5544,0.031,41.1615,147.8278,0.9919,3.0772,0.5557,8.9625
8.8175,0.3114,0.2376,0.8327,0.0297,24.0538,81.9775,0.9961,3.4822,0.6392,12.2247
5.5768,0.1025,0.4432,8.0852,0.0457,48.1212,154.6139,0.9929,3.1614,0.574,10.6487
8.788,0.5008,0.1486,3.6376,0.0742,16.6398,60.5235,0.9977,3.1365,0.6641,9.6
5.5839,0.3146,0.5075,7.8093,0.0418,38.0786,135.2712,0.994,3.1901,0.3851,10.5743
5.742,0.3594,0.2007,0.3454,0.0381,39.1797,133.5956,0.9981,3.182,0.6091,11.6997
8.2675,0.4274,0.0963,1.8292,0.0783,15.8085,72.9355,0.9962,3.1187,0.6864,9.1301
8.5117,0.7135,0.2059,2.1981,0.0806,15.9515,74.2949,0.9961,3.0196,0.6441,10.7058
7.0426,0.482,0.3904,-0.4116,0.0218,29.7914,118.073,0.9919,3.0923,0.7187,10.7465
7.4543,0.2902,0.3398,5.7934,0.0437,44.6446,168.3536,0.9953,3.1717,0.4038,11.7819
7.1754,0.4136,0.4493,0.8119,0.0444,30.824,123.9031,0.997,3.2931,0.5123,11.428
5.9754,0.4087,0.439,0.5923,0.0295,24.467,103.8903,0.9987,3.2056,0.697,12.7935
8.9691,0.7344,0.178,2.8628,0.0834,14.6195,65.387200000000007,0.9968,3.1169,0.5429,9.8685
6.2123,0.0776,0.5407,1.4486,0.0517,20.0135,81.2026,0.9954,3.4628,0.6008,11.374
7.5063,0.1858,0.435,3.8573,0.0355,21.073,86.0757,0.9925,3.4296,0.5972,11.9928
6.2954,0.5036,0.2307,7.4249,0.0374,40.2746,148.0154,0.9969,3.2323,0.29,11.5604
6.2274,0.3459,0.4529,1.2365,0.0333,26.7896,109.2855,0.9927,3.0433,0.5432,9.6939
6.884,0.0639,0.4759,-0.3511,0.0343,24.0331,94.096,0.9973,3.3521,0.6889,12.1782
7.6762,0.4293,0.0145,0.2298,0.0866,17.3835,77.8361,0.9976,3.0853,0.7137,10.0208
7.8119,0.5798,0.0057,-0.423,0.0951,7.9876,42.2356,0.9936,3.3185,0.3895,10.7567
7.8316,0.4792,-0.0089,0.4372,0.0867,19.8932,78.3184,0.9944,3.0591,0.5306,8.9672
8.2208,0.5184,0.1389,2.6072,0.0832,10.3135,39.7624,0.9961,3.2332,0.5761,10.8944
6.6739,0.3751,0.3256,2.4168,0.0317,26.7306,95.7864,0.9921,3.6313,0.6091,12.065
7.8033,0.5684,0.0981,3.7995,0.073,25.6085,100.3508,0.9981,3.3053,0.4088,10.2113
8.5119,0.5839,0.0455,2.2067,0.1009,27.2662,102.4807,0.9954,3.1702,0.6248,9.8154
6.5144,0.2364,0.3747,8.1788,0.0287,42.4762,158.6683,0.9952,3.1036,0.3865,9.6439
9.7566,0.5574,0.327,2.4384,0.0764,13.7174,59.8704,0.9994,2.9893,0.5549,10.8632
8.2436,0.4368,0.0639,1.1014,0.1055,19.26,84.341,0.9958,3.1215,0.4112,9.4391
6.3434,0.1742,0.3909,2.8098,0.0355,31.0553,117.7851,0.9941,3.3365,0.5098,10.9339
5.5684,0.3146,0.2768,6.8254,0.0512,37.801,131.3127,1.0009,3.3875,0.5367,9.1172
8.0481,0.6002,0.2484,1.227,0.0807,21.6895,79.1638,0.9969,3.1189,0.6193,9.8047
7.211,0.2328,0.2842,8.5059,0.0231,35.4817,123.4805,0.9953,3.1681,0.3216,11.5161
7.4889,0.1347,0.5224,8.5574,0.038,49.2529,179.5965,0.997,3.2349,0.5932,9.4102
6.2683,0.1283,0.3655,3.3919,0.0405,37.0616,144.4642,0.994,3.285,0.5765,10.3027
7.7739,0.4009,0.066,2.6739,0.0951,31.7022,111.4959,0.9949,3.3269,0.498,9.9151
6.8424,0.351,0.4912,4.0168,0.0263,25.3479,87.781,0.993,3.456,0.6615,12.2621
8.546,0.2263,0.30620000000000003,4.7472,0.058,26.4359,89.2513,0.994,3.1856,0.626,10.7949
7.065,0.3623,0.1594,2.2053,0.0691,36.4157,139.4491,0.9956,3.2481,0.4306,11.2238
6.0852,0.419,0.3624,9.6837,0.0523,51.8449,178.2974,0.9949,3.0994,0.5191,9.9851
6.6063,0.2249,0.3394,8.2487,0.0485,50.7167,173.8725,0.9949,3.0767,0.627,12.5684
7.8911,0.6078,0.1332,2.1923,0.0834,16.6408,58.4272,0.9913,3.0381,0.6383,9.6623
9.162,0.5266,0.126,2.3217,0.0845,10.6721,52.9489,0.9937,3.2485,0.3631,10.428
5.7674,0.218,0.3392,7.699,0.0474,37.7105,126.2381,0.9954,3.1623,0.3605,10.235
8.1867,0.624,0.0545,1.0698,0.0902,16.6444,75.4312,0.9984,3.0993,0.4736,10.0253
8.4253,0.4031,0.3532,1.2805,0.0533,31.1034,120.7035,0.9934,3.2984,0.5722,12.6502
7.0055,0.2701,0.4371,7.8672,0.0421,50.2836,196.9399,0.9983,3.1419,0.54,11.0577
7.1935,0.3974,0.2888,1.5073,0.0509,35.8699,126.6985,0.9959,3.3291,0.7497,11.7745
6.8149,0.4442,0.2522,1.9803,0.0456,25.8549,94.2802,0.995,3.2064,0.5536,12.0833
7.8411,0.5684,0.0596,3.106,0.0681,16.1166,79.704,0.9958,3.4072,0.7537,9.6931
8.0146,0.357,0.3244,1.7159,0.0186,34.5703,125.2623,0.9941,3.4451,0.5052,10.6191
7.6248,0.2556,0.3391,2.8658,0.0426,39.7751,127.6338,0.9918,3.3394,0.8327,12.3241
6.7803,0.1431,0.481,2.7039,0.015,16.643,66.612,0.9946,3.3244,0.6389,11.5733
7.9685,0.5753,0.0154,3.3043,0.0759,10.9949,53.6828,0.9935,3.1863,0.4128,10.0158
8.5191,0.5929,0.2067,4.2479,0.0887,16.0759,59.3717,0.9959,3.1468,0.5523,9.7849
7.1531,0.0641,0.2689,6.6522,0.0399,46.9141,158.3795,0.9965,3.169,0.4079,10.2479
8.4103,0.1315,0.3448,6.8258,0.0411,45.0876,173.7226,0.9945,3.1268,0.3026,9.6401
7.1144,0.2508,0.319,8.6144,0.0395,47.1407,161.4473,0.9976,3.3127,0.4273,9.4836
5.6166,0.0826,0.376,8.2405,0.0604,33.4795,133.2672,0.9958,3.1492,0.3519,10.6428
8.1665,0.4881,0.0662,2.9856,0.0456,10.4176,69.2448,0.9954,3.1563,0.5836,9.891
9.0835,0.7371,0.1091,2.9915,0.084,21.6803,84.2323,0.9966,3.2613,0.93,8.1281
8.003,0.6148,0.1204,4.221,0.0521,21.634,92.0197,0.9964,3.0144,0.498,10.5281
8.9412,0.6156,0.0741,1.8545,0.0639,17.4854,78.6782,0.9997,3.2696,0.4735,10.0083
8.5623,0.3968,-0.0589,2.1818,0.0671,10.5524,54.7587,0.9961,3.1272,0.6806,9.7976
8.3548,0.4905,0.1355,0.4135,0.0692,12.4114,56.8199,0.9973,3.3143,0.6758,10.9496
7.139,0.2281,0.5468,2.1245,0.0453,34.3169,134.6876,0.9958,3.4632,0.7108,11.9547
6.2777,0.3598,0.1769,2.1563,0.0593,45.0744,161.8067,0.9945,3.0963,0.812,10.4537
8.2315,0.2939,-0.0031,0.8747,0.0975,20.783,69.2366,1.0012,3.1291,0.5145,9.0289
7.0979,0.3614,0.3249,1.6477,0.0303,32.6552,119.4075,0.9964,3.1638,0.7272,12.0788
7.0682,0.3852,0.4098,0.5385,0.0141,31.9376,112.3823,0.9943,3.2595,0.7171,11.1635
6.1037,0.4636,0.571,3.5886,0.0341,22.0198,87.5884,0.9957,3.4619,0.5643,13.0718
6.4789,0.2761,0.6796,2.5326,0.0441,30.7739,119.4116,0.9913,3.3397,0.6166,10.7844
7.6748,0.5923,-0.0477,2.8372,0.0897,14.371,59.0714,0.9967,3.0732,0.7586,9.7356
5.8489,0.3503,0.3458,8.0084,0.0713,42.2576,154.0366,0.9968,3.3635,0.581,11.5943
6.6095,0.3308,0.3736,7.461,0.0632,42.9222,158.1061,0.9967,3.1759,0.4476,9.9309
5.9374,0.1547,0.4127,2.2148,0.0491,23.1145,92.2752,0.9947,3.404,0.587,10.6809
7.1147,0.4031,0.4418,7.2159,0.0627,41.251,150.5749,0.9969,3.2419,0.2975,9.9672
8.5552,0.5939,0.1633,3.3457,0.0686,9.3124,47.0838,0.9937,3.0618,0.5357,9.8965
6.3398,0.5476,0.4803,1.2748,0.0495,25.0525,105.7688,0.9942,3.3078,0.853,11.3974
